,0,1,2,3,4,5,6,7,8
0,,,,,,0002,,2222,
1,,,,475,,071,202,TL9'L,
2,,W,172,,,,224,qe8P'8,
3,,H,115,,,,,q868,
4,,,1148,,0004,000.0,,,
5,,0,,473,,,q0'7Z,,014
6,,W,,,,,,250,
7,,HD,,477,,020,,340,110
8,,SET,,,,,,,
9,,,qeS'9L,,qZI'9,690,q8'9I,,
10,,W,,,,,eL'EI qv&SL,,q9Z'O qeEZ'O
11,,H,,,,070,eL'EI qv&SL,,q9Z'O qeEZ'O
12,,,:,,:,***,***,:,
13,,WER,1704,,,,,,
14,,0,q0'9L,,,090,494,170,001
15,,W,,,,890,,,025
16,40,H,,,,,,,
17,,0,,444,,,,,
18,,W,,,,090,,,021
19,2,H,,,550,052,,,
20,,,,,,,28800,,0000
21,,,521,533,,,,,021
22,,,,,,,,,:
23,,H,,531,,,,,110
24,,WEM,,,,18000,16900,,9000
25,,0,,3.21,,qeSI'O,qe66'L,eSO'Z qeL8`Z,110
26,,W,,550,009,,,eSO'Z qeL8`Z,10
27,,,,516,,q6I'O,,,021
28,,,%1011,,,,,,iej 3x/ZO b
