,0,1,2,3,4,5,6,7,8,9
0,Element,n,<LOD (%),AM (SD),GM,P25,Median,P75,P95,Maximum
1,Metallic and metalloid elements,Metallic and metalloid elements,,,,,,,,
2,As,213,0.00,0.20 (0.13),0.17,0.11,0.18,0.26,0.50,0.54
3,Cd,212,12.7,1.73 (1.55,0.02,0.02,0.05,0.08,0.36,0.60
4,Cr,214,9.30,1.73 (1.55,1.19,0.60,1.10,2.30,5.57,6.45
5,Hg,219,52.5,0.02 (0.02),0.0003,< LODa,<LODa,0.02,0.06,0.11
6,Pb,207,9.20,1.00 (0.84),0.42,0.30,0.80,1.62,2.39,3.86
7,Mineral elements,,,,,,,,,
8,Zn,207,0.00,28.0 (8.62),26.6,20.9,28.2,34.6,40.4,53.8
9,Cu,217,2.80,9.72 (5.79),6.40,5.66,8.25,13.0,20.0,28.4
10,Fe,201,0.50,533 (442),402,261,395,756,1070,3300
11,Mn,200,0.00,254 (469),87.7,36.4,67.1,110,1503,2200
