,0,1,2,3,4,5
0,concentration (ng/g tissue,TBZ,OFZ,MBZ,ABZ,FBZ
1,100n=5,93  7.9,96  7.3,,86  8.4,1058.2
2,200n=5,92  6.7,784.1,,1048.4,98  2.8
3,400(n=5,84  3.4,91+2.8,,94  8.2,93  11.2
4,800n=5,86  7.1,101+4.1,85  3.2,89  4.2,96  4.4
5,1600n=5,86  5.8,92  9.0,,96  5.2,104  4.9
6,3200n=5,73  4.5,96  2.6,,90  1.5,92  1.4
7,average % REC+SD(n=30),86  7.2,927.9,85  3.2,93  6.4,98  5.5
8,rcorrelation coefficientn=5,0.999+0.001,0.997 0.03,,0.999+0.001,0.999  0.001
9,inter -assay variability%,77.2,5  2.7,4  1.0,63.1,63.7
10,intra - assay variability %,4.0,2.6,2.0,3.1,2.5
