,0,1,2,3,4,5
0,,Foods,Contents,Daily intake,Weekly intake,Cumulative
1,,,(mg/kg),(g/person),(g/person),percentage
2,1,"Kim-chi, radish",0.17,2.51,17.59,25.0
3,2,Cooked bean sprouts,0.19,1.23,8.63,37.3
4,3,Soybean paste soup with turnip greens,0.04,1.11,7.80,56.0
5,4,Broiled laver,0.18,0.77,5.36,56.0
6,5,Stir-fried anchovy,0.14,0.64,4.47,62.3
7,6,Broiled pork belly,0.08,0.33,2.32,65.6
8,7,Fresh lettuce,0.06,0.32,2.21,68.8
9,8,Stew with soybean paste,0.03,0.31,2.15,71.8
10,9,Stir-fried anchovy with green pepper,0.54,0.27,1.91,74.5
11,10,Stir-fried rice cake,0.03,0.25,1.72,77.0
