,0,1,2,3,4,5,6,7
0,,,Moisture,Fat,Proteins,TAC,Fibre,Ash
1,T. obovatum,,,,,,,
2,2007,S1,86.7 0.1b,0.190.02a,1.540.10b,4.960.39c,5.37 0.27a,1.75 0.20a
3,,S2,79.2  4.3a,0.22  0.01a,2.09  0.19c,5.390.33c,8.65  0.11d,2.49  0.40b
4,2008,S1,86.7 0.2b,0.27 0.02b,1.62  0.19bc,1.63  0.12a,5.90  0.24b,1.910.04a
5,,S2,80.6  1.2a,0.21 0.03a,1.020.19a,2.39  0.20b,8.140.06,2.36 0.13b
6,C. juncea,,,,,,,
7,2007,S1,89.70.1d,0.09  0.00a,2.23  0.28a,2.72 0.07b,4.110.19a,1.39 0.02a
8,,S2,75.2  2.9b,0.36 0.05b,1.99  1.24a,4.570.18c,13.44  0.75c,3.54  0.04c
9,2008,S1,65.9  1.2a,0.79  0.07d,6.13  0.41b,9.69  0.97d,13.35 0.70c,4.35  0.07d
10,,S2,85.5  0.2c,0.44  0.02c,2.13  0.16a,1.49  0.14a,7.72  0.09b,2.28  0.03b
11,S.oleraceus,,,,,,,
12,2007,S1,83.2  1.4a,0.41 0.02b,3.48  0.34c,2.54 0.24b,5.57  0.10d,2.73  0.05d
13,,S2,90.8  0.1c,0.20  0.02a,1.31 0.14a,4.20  0.47c,3.80  0.25b,1.61  0.02a
14,2008,S1,88.0 0.3b,0.25  0.03a,2.13  0.13b,2.38  0.10b,4.59  0.04c,2.06  0.05c
15,,S2,91.0  0.3c,0.33  0.00c,1.97  0.09b,0.94  0.03a,3.55  0.03a,1.77  0.00b
16,C. intybus,,,,,,,
17,2007,S1,87.9  0.1d,0.11 0.01a,1.47  0.02a,4.20  0.52c,5.14  0.39a,1.65  0.04a
18,,S2,87.3  0.1c,Traces,4.26  0.55c,2.94  0.41b,5.76  0.09b,1.650.11a
19,2008,S1,84.8  0.5a,0.25  0.02c,2.20  0.25ab,4.68  0.35c,6.67  0.19c,2.14  0.02b
20,,S2,85.6  0.3b,0.160.01b,2.75  0.01b,1.76 0.23a,6.62  0.03c,1.69  0.05a
21,S. hispanicus,,,,,,,
22,2007,S2,81.8  2.7b,0.11 0.02ab,5.25  0.11c,5.20  0.27c,8.25  0.10c,3.89  0.03c
23,,S2,71.8  3.1a,0.08  0.00a,1.170.18b,9.24  0.22d,12.26  0.15d,5.17  0.06d
24,2008,S1,90.2  0.4c,0.10 0.00b,1.22  0.09b,1.52 0.29b,4.37 0.11b,2.00 0.02b
25,,S2,92.7  0.1c,0.08 0.01a,0.34  0.09a,1.140.04a,3.110.18a,1.690.01a
26,S. marianum,,,,,,,
27,2007,S1,93.5  0.2a,0.010.00a,0.75  0.17b,1.730.08d,2.340.02a,1.030.16a
28,,S2,92.9  1.2a,Traces,0.65  0.05b,1.440.10c,2.90  0.03d,1.89  0.02c
29,2008,S1,93.8  0.2a,0.02  0.00b,0.81  0.00b,0.49  0.04a,2.38  0.02b,1.68  0.06b
30,,S2,93.5  0.1a,0.03 0.00c,0.46  0.02a,0.82 0.19b,2.58  0.02c,1.54  0.02b
