,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Estimated Daily Intake (EDI(mg kg-bw per day,,,,,,,,,,,,,
1,Cheese type,As,Cd,Cr,,Cu,Fe,Hg,Mn,,Ni,Pb,se,Zn
2,Cow cheese (PDO),4.4 10-6,,1.0 10-5,1.0 10-5,9.9 10-5,7.7 10-4,,1.410-4,1.410-4,2.9 10-5,1.2 10-6,4.6 10-5,5.9 10-3
3,Blue cheese(PDO),,,1.2 10-5,1.2 10-5,1.1 10-4,3.4 10-4,1.3 10-6,3.1 10-5,3.1 10-5,1.8 10-4,,4.0 10-5,1.0 10-2
4,Kaseri cheese of Western Macedonia,,,2.0 10-5,2.0 10-5,4.1 10-4,1.1 10-3,,1.2 10-4,1.2 10-4,5.3 10-5,2.8 10-6,4.6 10-5,1.4 10-2
5,Kaseri cheese (PDO),,,5.8 10-6,5.8 10-6,1.4 10-4,7.3 10-4,,6.5 10-5,6.5 10-5,7.7 10-5,,4.510-5,1.2 10-2
6,Feta cheese of Central Greece,,,1.5 10-5,1.5 10-5,3.0 10-4,1.5 10-3,,2.0 104,2.0 104,3.6 10-5,1.7 10-6,3.8 10-5,7.7 10-3
7,Feta cheese (PDO,,4.2 10-7,4.5 10-6,4.5 10-6,1.1 10-4,6.1 10-4,,4.5 10-5,4.5 10-5,3.8 10-5,3.0 10-6,1.510-5,3.610-3
8,Feta cheese of Macedonia,,1.7 10-7,1.1 10-5,1.1 10-5,4,6.1 10-4,,9.0 10-5,9.0 10-5,2.6 10-5,2.3 10-6,8.2 10-4,5.1 10-3
9,Kefalograviera(PDO),,1.6 10-7,1.6 10-5,1.6 10-5,1.9 10-4,9.8 104,,1.2 10-4,1.2 10-4,8.8 10-5,6.0 10-7,1.210-5,1.2 10-2
10,Gruyere of Cyclades,,4.5 10 -7,1.0 10-5,1.0 10-5,2.0 104,7.0 10-4,,7.7 10-5,7.7 10-5,4.6 10-5,,7.9 105,1.6 10-2
11,Metsovone cheese,,4.3 10-7,1.5 10-5,1.5 10-5,2.1 10-4,9.5 10-4,,1.1 10-4,1.1 10-4,4.5 10-5,5.6 10-6,7.8 10-5,1.4 10-2
12,Cottage cheese (PDO),,2.2 10-7,3.0 10,-5,8.1 10-5,7.8 10-3,,1.9 10,-5,1.1 10-4,5.4 10-7,3.8 10-5,2.2 103
13,Mozzarella cheese (PDO),,1.1 10-6,1.4 10-5,1.4 10-5,4,8.6 10-4,,8.8 10-5,8.8 10-5,7.2 10-5,2.6 10-6,4.6 10-5,1.8 10-2
14,Parmesan cheese (PDO),,,4.1 10-6,4.1 10-6,1.6 10-3,5.8 10-4,2.410-6,6.6 10 -5,6.6 10 -5,3.5 10-5,,7.8 10-5,1.9 10-2
15,Mizithra cheese (PDO),,1.8 10-7,2.1 10-5,2.1 10-5,5.0 10-5,6.2 104,,1.3 10-5,1.3 10-5,2.4 104,2.5 10-6,1.7 10-5,9.2 104
16,Cream cheese (PDO),,,4.9 105,4.9 105,2.6 104,1.0 10-3,,6.9 10 5,6.9 10 5,1.2 104,4.4 106,2.2 105,2.5 10-3
17,Reference Oral Dose(RFDo)(mg kg-bw per day),,1.0 10-3,,,4.0 10-2,3.0 10-1,,,,,3.5 10-3,,3.0 10-1
