,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Compoundsa,Linear Range (mgL-1),Observations,Linear Equation,,Linear Equation,R2,LOD,LOQ,"Intra-day, CV (%)","Intra-day, CV (%)","Inter-day, CV (%)","Inter-day, CV (%)"
1,,,,,,,,(mgL-1),(mgL-1),n=9,,n=33,
2,,,,,,,,,,RT,Area,RT,Area
3,PRO,0.1512,12,y=1.32x-0.05,,y=1.32x-0.05,0.9997,0.231,0.769,0.00,0.33,0.26,2.33
4,PRA,0.15-12,12,y=5.52x+0.03,,y=5.52x+0.03,0.9999,0.167,0.558,0.00,0.33,0.21,2.22
5,p-HBA,0.15-12,12,y=7.43x-,,0.23,0.9997,0.223,0.745,0.00,0.38,0.21,2.22
6,p-HB,0.15-12,12,y=3.44x,-,0.07,0.9998,0.225,0.749,0.00,0.49,0.18,1.85
7,IVA,0.15-12,12,y=1.37x+0.08,,y=1.37x+0.08,0.9994,0.322,1.074,0.07,0.24,0.06,0.23
8,VAN,0.15-12,12,y=1.85x-0.02,,y=1.85x-0.02,0.9998,0.201,0.670,0.00,0.48,0.22,1.83
9,p-COU,0.15-12,12,y=7.52x+0.16,,y=7.52x+0.16,0.9998,0.184,0.612,0.04,0.36,0.16,2.19
10,FER,0.15-12,12,y=4.96x -,y=4.96x -,0.27,0.9996,0.270,0.901,0.04,0.65,0.14,2.10
11,SIN,0.15-12,12,y=4.72x,,0.29,0.9996,0.269,0.896,0.04,0.45,0.14,1.65
12,SYR,0.15-12,12,y=2.90x+0.14,,y=2.90x+0.14,0.9998,0.167,0.556,0.14,0.12,0.17,0.86
