,0,1,2
0,Color(s),Fruits and Vegetables (#),#
1,White/beige,"Apple,Asian pear, banana,white grapefruit, pear5)",29
2,,"Artichoke,blackeye peas,cauliflower,crookneck/straightneck squash,cucumber,eggplant,endive,garlic,Jerusalem",
3,,"artichoke, jicama, leek, lentils, mushrooms,navy beans, onion, parsnip, pigeon peas, pinto beans, potato, radish,",
4,,"scallion,soybeans,turnip,zucchini24)",
5,Orange/peach,"Apricot, cantaloupe, clementine, guava, kumquat, mango, nectarine, orange, papaya, peach, tangerine (11)",16
6,,"Butternut squash,carrot,hubbard squash,pumpkin,sweet potato (5)",
7,Yellow,"Lemon,pineapple2",
8,,"Avocado,sweet corn,rutabaga3)",
9,Blue/black,"Blackberries,blueberries,boysenberries,date,raisins5",
10,Red/purple,"Cherries, cranberries, grapes, plum, pomegranate, raspberries, strawberries,watermelon(8",15
11,,"Beet,red cabbage,kidney beans,red leaf lettuce,rhubarb,sweet red pepper,tomato(7)",
12,Pink,"Fig,pink/red grapefruit(2",
13,Light green,"Casaba melon,honeydew melon, kiwifruit,lime 4",
14,,"Cabbage,celery2)",
15,Green,"Asparagus, broccoli, broccoli raab, Brussels sprouts, Chinese broccoli, Chinese cabbage, green peas, lettuce (iceberg.",19
16,,"butterhead,green leaf,lima beans,mung beans,okra,parsley,romaine,snowpeas,sweet green pepper,green snap",
17,,"beans,watercress(19",
18,Dark green,"Beet greens,collards,kale,mustard greens, spinach,Swiss chard, turnip greens(7",
