,0,1,2,3,4
0,Compound,Retention time,Parent ion,Molecular,Accurate
1,,(min),,formula,mass
2,Gallic acid,10.51,169,CHgO5,169.014
3,Vanillic acid,11.72,167,CgHgO4,167.041
4,Caffeic acid,11.78,179,CgHgO4,179.034
5,Syringic acid,11.82,197,CgH1oO5,197.045
6,Chlorogenic acid,11.06,353,C1H18O9,353.087
7,Ferulic acid,12.45,193,CHoO4,193.057
8,Ellagic acid,13.55,302,C4HgOg,302.195
9,Apigenin,15.37,269,C15H1oO5,271.060
10,Kaempferol,14.29,285,C15H1oO6,285.040
11,Myricetin,13.08,317,C5HoO8,317.037
12,Naringenin,14.09,272,C27H32O14,272.067
13,Quercetin,12.79,301,C2H2oO11,447.093
14,Luteolin,15.25,285,C15H1oO6,285.040
15,Pinocembrin,15.32,255,C15H12O4,255.073
16,Hesperidin,12.80,609,C16H4O6,609.189
17,Rutin,14.36,610,C27H3oO16,610.012
18,Catechin,9.37,289,C15H14O6,289.071
19,Epicatechin,9.86,289,C15H4O6,289.071
