,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,variety,Superior,,,,,,Atlantic,Goun,K1,K20,K30,Atlantic,Goun,K1,K20,K30
1,potato section,Peel A,Peel B,Peel C,Cortex A,Cortex B,Cortex C,Cortex B,Cortex B,Cortex B,Cortex B,Cortex B,Whole,Whole,Whole,Whole,Whole
2,section,PA1,PB1,PC1,CA1,CB1,CC1,CD1,CD2,CD3,CD4,CD5,PW1,PW2,PW3,PW4,PW5
3,amino acid,mg/100g drywt,mg/100g drywt,,,,,,,,,,,,,,
4,p-Ser,23.8 0.8,20.12.8,18.01.1,16.0  0.3,18.7  1.4,17.4  1.3,13.91.2,14.9  0.4,18.00.5,18.60.2,14.24.4,15.60.7,14.1 0.8,20.9  0.6,22.3  0.6,19.4  3.0
5,L-Asp,1614,13020,115  12,1206,1347,1275,122 11,123  3,1156,86.8  3.8,88.8  5.4,94.7  2.6,1017,138  8,99.7  5.5,1335
6,L-Thr,84.0  0.1,72.5  8.0,57.1  1.0,1221,1284,93.1  2.2,32.1  0.9,46.5  0.5,87.6  2.5,50.7  2.3,75.9  0.3,21.8  0.03,29.7 1.0,81.1  3.4,44.1  0.6,81.0  0.7
7,L-Ser,68.4  0.8,60.3  7.6,42.9  1.4,80.2  1.1,98.93.9,66.1  2.0,38.6  1.8,34.2  0.5,84.6  3.3,57.6  2.9,61.1  0.5,24.3  0.1,19.5  1.0,90.5  3.9,42.3  1.2,50.7  1.2
8,L-Asn,1163,9813,90.4  6.2,1154,1205,1174,97.4  6.9,1163,87.6  3.5,83.8  3.7,94.8  3.8,45.6  0.7,61.3  3.7,90.7  4.6,55.4  2.4,1053
9,L-Glu,166  2,141  20,1137,155  6,1889,153  7,132  9,136 4,125 7,162 7,1568,153  2,1309,162  8,158  7,154 6
10,L-Gln,3404,28335,23010,789  22,850 29,61513,322  16,242 5,560 18,479 20,563  12,129  2,1517,354 15,248 6,3727
11,-AAA,2.66  0.06,2.11 0.53,2.49  0.20,3.01 0.12,3.37  0.18,2.80  0.44,2.910.19,4.16  0.21,3.440.04,2.560.13,2.67 0.31,1.79  0.08,1.800.05,2.93 0.19,tr,2.34  0.03
12,Gly,17.8  0.3,16.9  1.9,11.0  0.2,30.6  0.5,46.1  1.1,25.1  0.7,9.910.27,13.1  0.2,28.6  0.9,22.8  0.9,27.6  0.03,4.78  0.25,6.01  0.32,22.6  1.1,11.6  0.3,15.9  0.1
13,L-Ala,36.2  0.4,32.1  3.4,24.2  0.02,74.9  0.6,93.8  2.0,54.9  1.2,26.5  0.2,37.3  0.2,121 3,53.3  1.8,64.1  0.7,10.5  0.5,17.0  0.7,1004,30.8  0.2,26.1  0.04
14,-ABA,7.69  0.02,7.4  1.2,4.73  0.14,7.45  0.03,8.00  0.28,7.01  0.46,3.69  0.49,2.60  0.07,7.31  0.23,3.77  0.03,6.79  0.13,nd,nd,11.5  0.6,3.67  0.04,4.84  0.12
15,L-Val,2325  1,210 25,1541,262  2,327 8,236  4,78.8  1.4,1392,3086,225  7,213  3,57.0  0.3,80.7  3.2,275 11,1691,165  1
16,L-Met,60.8  0.2,57.9  5.8,44.0  0.1,94.6  1.0,1293,91.3  1.4,69.7  1.9,59.9  0.7,1543,78.5  2.7,81.4  1.1,34.7  0.1,26.0  1.1,1195,49.5  0.3,52.1  0.4
17,L-Ile,76.4  0.1,70.6  6.9,50.4  0.02,87.9  0.7,1193,78.1  0.9,35.1  0.8,71.7  1.2,1212,67.1  1.9,65.8  0.7,26.9  0.1,38.1  1.7,1214,37.8  0.4,41.6  0.2
18,L-Leu,34.1  0.6,25.7  2.6,20.4  0.1,46.7  0.1,48.8  1.2,32.4  0.4,17.5  0.5,30.7  0.4,38.0  0.8,30.5  0.8,26.2  0.3,18.00.1,23.5  0.9,39.8  1.4,18.3  0.2,17.3  0.01
19,L-Tyr,1121,103 11,61.9  1.6,1152,1594,109 1,22.1  1.0,42.5  0.9,123  4,63.8  1.7,106  0.2,21.3  0.1,23.1  1.4,1195,54.6  0.3,95.2  0.5
20,L-Phe,76.2  0.2,74.6  7.4,42.7  0.4,132 2,1865,1031,25.9  1.1,36.7  0.5,1484,73.5  2.4,98.9  1.4,18.5  0.1,15.2  0.9,97.5  4.0,33.9  0.8,41.6  0.1
21,-Ala,5.29 0.05,4.54  0.76,3.53  0.44,5.65 0.08,7.010.74,5.87  0.07,5.90  0.12,9.120.45,6.95  0.13,5.41  0.25,4.68  0.41,3.08  0.20,5.410.22,6.850.49,3.80 0.20 3.66  0.23,3.80 0.20 3.66  0.23
22,B-AiBA,nd,2.46  0.40,tr,tr,nd,2165,2.57  0.37,nd,1.89  0.08,2.08  0.04,nd,nd,nd,tr,nd,tr
23,4Abu,1431,13414,1082,222  3,299 8,2165,1545,199 3,3579,1656,282  1.0,78.3  0.2,141 3,25111,1052,1642
24,EtNH2,2.63  0.04,2.26  0.29,1.92  0.03,nd,nd,nd,nd,nd,nd,nd,nd,1.42  0.02,tr,nd,nd,nd
25,Hyl,4.75  0.25,4.36  0.48,4.37  0.26,3.61  0.32,3.77  0.15,4.33  0.63,4.53  0.09,3.72  0.13,3.28  0.15,3.62  0.03,3.37  0.09,4.02  0.10,3.78  0.25,3.72  0.32,3.940.19,3.48  0.12
26,L-Orn,2.66  0.12,1.33  0.29,1.14  0.22,2.78  0.36,1.93  0.05,2.09  0.01,tr,2.53  0.12,0.96  0.04,1.78  0.14,1.03  0.09,nd,1.53  0.02,0.94  0.01,1.42  0.03,1.21  0.16
27,L-Lys,64.0  0.6,54.1  8.8,35.4  4.7,71.5  5.8,94.8  6.9,66.5  1.6,21.8  2.2,24.8  0.6,48.7  2.4,47.9  0.8,55.7 3.5,17.5  1.1,14.9  1.5,57.2  1.5,35.6  1.9,54.1  1.2
28,L-His,39.0  0.9,32.1  4.7,24.4  1.9,39.4  2.1,50.8  2.2,39.7  0.7,21.1  1.7,28.3  0.02,44.0  2.3,31.5  1.0,31.7  1.6,14.4  1.2,18.3  1.3,49.8  2.0,23.6  1.0,31.5  0.4
29,L-Car,23.12.3,17.6 3.2,22.7  0.3,19.7 0.5,32.0  5.5,20.7  0.3,27.2  4.4,28.1  8.0,18.8  2.1,13.62.6,16.8  0.8,16.0  3.2,19.4  3.0,17.1  2.3,22.0  0.1,18.0  0.7
30,L-Arg,1182,7611,60.4  5.7,15611,1627,1413,93.9  8.8,1102,1081,1163,122 8,60.6  3.4,69.2  6.6,1054,75.7  3.4,1042
31,L-Hypro,nd,nd,nd,nd,nd,nd,nd,tr,nd,nd,nd,nd,nd,nd,nd,nd
32,L-Pro,60.1  2.9,56.6  5.4,38.9  0.5,79.91.3,94.5 1.1,58.70.6,17.2  1.5,27.9  1.1,54.7  2.2,20.70.9,39.9  1.5,21.7  1.0,14.90.03,44.2  3.6,21.7  1.2,35.9  0.6
33,sum essential,666,598,429,856,1083,740,302,438,949,605,649,209,246,840,411,484
34,amino acids,,,,,,,,,,,,,,,,
35,sum all amino,2077,1792,1383,2852,3403,2485,1398,1584,2774,1967,2303,894,1027,2384,1371,1793
36,acids,,,14.5,,28.2,,,,,,,,,23.1,,
37,TAA/TP (%),19.6,18.8,14.5,22.4,28.2,21.5,12.9,16.0,24.4,20.2,34.3,11.0,13.6,23.1,17.4,18.1
38,sum,215,196,167,280,374,279,215,264,418,217,332,120,187,315,162,216
39,metabolites,,,,,,,,,,,,,,,,
