,0,1,2,3,4,5,6,7,8,9,10,11
0,(a) Source: LATINFOODS table,(a) Source: LATINFOODS table,,,,,,,,,,
1,(Recipe for 100 g) Ingredients (g),(Recipe for 100 g) Ingredients (g),Moisture,Protein,Fat,Asha,TDFb,,,,,
2,,,(g/100 g),(g/100 g),(g/100 g),g/100 g),(g/100 g),,,,,
3,Meat (nalga),80.6,75.3,21.2,1.4,2.1,,,,,,
4,Bread crumb,13.4,9.9,24.8,8.2,5.7,0.9,,,,,
5,Egg,4.24,74.9,12,11.8,1.0,0.0,,,,,
6,Salt (NaCl),1.8,,,,,,,,,,
7,,,65.2,20.9,2.7,4.3,0.1,,,,,
8,,,(b) Source: Food composition and nutrition tables,,,,,,,,,
9,(Recipe for 100 g) Ingredients (g),(Recipe for 100 g) Ingredients (g),Moisture,Protein,Fat,Ashd,TDFb,Fe,Cu,Zn,Ca,Mg
10,,,(g/100 g),(g/100 g),(g/100 g),(g/100 g),(mg/100 g),(mg/100 g),(mg/100 g),(mg/100 g),(mg/100 g),(mg/100 g)
11,Fillet,80.6,73.40,21.20,4.00,1.15,,2.30,0.08,4.41,22.00,3.33
12,Crisp bread,13.4,6.19,9.37,1.40,2.30,14.60,4.70,0.40,3.10,68.00,55.00
13,Egg,4.2,74.10,12.90,11.20,1.10,,2.10,0.14,1.35,12.00,56.00
14,Salt (NaCl),1.8,,,,,,,,,,
15,,,63.10,18.88,3.88,3.08,1.96,2.57,0.12,4.03,27.35,12.41
