,0,1,2,3,4
0,Name of the wild type legume grain,Raw seeds,Total free phenolics (g catechin equivalent/100 g extract DM,Total free phenolics (g catechin equivalent/100 g extract DM,
1,,,Soaking + cooking,Sprouting+oil-frying,Open-pan roasting
2,Abrus precatorius,4.24a  0.22,2.75b 0.03 (-35),5.210.43 (+23),3.47a 0.30 (18)
3,Acacia leucopholea,7.79  0.08,4.82b 0.08 (38),9.35c0.19 (+20),6.70 0.07 (14)
4, Bauhinia variegata,5.47a  0.55,3.06b  0.18 (44),6.340.31 (+16),4.65 0.05 (15)
5,Canavalia gladiata,5.05  0.33,3.68b0.14 (-27),6.46c  0.27 (+28),4.39a 0.15 (13)
6,Cassia floribunda,6.67  0.41,4.14b  0.08 (49),8.80c 0.06 (+32),5.600.02 (16)
7,Entada scandens,8.12  0.53,4.14b  0.08 (49),10.31c  0.20 (+27),6.740.10 (17)
8,Indigofera linifolia,6.47  0.14,4.46b  0.36 (31),7.83c  0.03 (+21),5.630.31(-13
9,Mucuna pruriens,5.64a  0.53,4.06  0.14 (29),7.84b  0.50 (+39),4.790.38 (15)
10,Sesbania bispinosa,4.23a  0.33,5.07b  0.26 (42),5.070.17 (+20),7.52d  0.29 (14)
11,Tamarindus indica,8.75  0.35,5.07b  0.26 (42),12.07c  0.12 (+38),7.52d  0.29 (14)
