,0,1,2,3,4,5,6,7
0,Variation,Moisture (g),Ash,Starch,Protein,Iron,Zinc,Calcium
1,,,(g),(g),(g),(mg),(mg),(mg)
2,A. Distilled water (control),A. Distilled water (control),,,,,,
3,Whole,56.4,2.71,46.74,20.95,7.03,1.73,114.82
4,,0.30,0.14bc,0.14a,0.00a,0.08c,0.10c,4.54ab
5,Dehulled,57.4,2.56,54.35*,20.12,6.00,2.20*,42.96*
6,,0.2,0.21b,0.72ab,1.10a,0.00c,0.00b,2.56a
7,B.With 100 mg Fe,,,,,,,
8,Whole,55.9,3.11,41.81,19.98,97.76,1.98,103.54
9,,0.25,0.29b,0.41c,1.84a,0.66b,0.00b,2.27b
10,Dehulled,57.5,2.75,52.94*,20.26,16.67**,2.09,37.27**
11,,0.20,0.16b,0.00b,0.00a,0.27b,0.28b,1.27b
12,C.With 200 mg Fe,,,,,,,
13,Whole,56.6,4.19,43.04,19.22,177.85,2.21,97.30
14,,0.45,0.16a,0.00bc,0.00a,1.15a,0.00b,4.22b
15,Dehulled,58.3,3.81,53.53*,22.03,26.88**,2.13,36.43*
16,,0.15,0.22a,0.70ab,1.02a,0.28a,0.14b,0.00b
17,D.With mg 50 Zn,,,,,,,
18,Whole,56.3,2.93,43.67,19.82,7.35,7.39,120.98
19,,0.80,0.00bc,1.13bc,0.00a,0.14c,0.84a,7.80ab
20,Dehulled,60.0,2.68,55.19*,21.18,6.03*,6.22,43.75**
21,,0.20,0.00b,0.51a,0.85a,0.13c,0.67a,0.00a
22,E.With 100 mg Zn,,,,,,,
23,Whole,57.6,3.63,44.50,19.20,7.42,8.51,124.20
24,,0.50,0.00b,0.00b,0.00a,0.00c,0.00a,0.00a
25,Dehulled,58.4,3.32,53.74*,20.82,6.31*,7.57,44.09***
26,,0.30,0.43ab,0.66ab,0.67a,0.13c,0.36a,0.00a
