,0,1,2,3
0,Carbohydrate,Musk melon,Water melon,Pumpkin
1,,%),(%),%)
2,80%(v/v) ethanol soluble,8.5+0.58,10.2+0.76,8.1+0.67
3,Water soluble,,,
4,polysaccharideb,0.6+0.18,1.1+0.09,1.1+0.10
5,Hot water soluble,,,
6,polysaccharides,0.8+0.28,0.9+0.19,0.8+0.23
7,Starch,2.2+0.28,2.7+0.21,2.7+0.35
8,Pectin,1.9+0.31,1.5+0.21,1.6+0.28
9,Hemicellulose-A,0.4+0.15,0.4+0.11,0.6+0.19
10,Hemicellulose-B,0.1+0.08,0.07+0.03,0.1+0.07
11,Cellulose,4.7+0.50,3.4+0.33,4.3+0.45
12,Lignin,5.0+0.47,5.5+0.48,4.2+0.41
13,Total unavailable,,,
14,carbohydrates + ligninc,13.6+0.67,12.8+0.75,12.7+0.78
15,Total carbohydrates,24.4+0.87,25.4+0.95,23.5+0.91
