,0,1,2,3
0,characteristic,traditional,cold-pressing,Soxhlet
1,oil appearance,yellow,light yellow,light yellow
2,state of oil at 25C,liquid,liquid,liquid
3,saponification value (mg,1891.28,188 1.52a,1841.17b
4,KOH/g),,,
5,average molecular,890  6.03a,897  7.30a,913  6.44b
6,weight(g/mol),,,
7,acid value (mg KOH/g),2.440.17a,2.06  0.03b,0.9590.15
8,ester value,1871.12a,186 1.55a,183  1.29b
9,peroxide value(meqO2/,3.980.26a,2.19  0.27b,1.80  0.021b
10,kg),,,
11,p-anisidine value,2.510.18,0.877  0.08b,0.245  0.07c
12,iodine value (g/100 g),1200.11,1311.37b,1262.43
13,specific gravity (20 C),0.922  0.002a,0.923  0.003a,0.903  0.006b
14,refractive index 25C,1.480.001,1.48  0.001b,1.480.001
