,0,1,2,3,4,5,6,7
0,,df,Lutein,-Carotene,Lycopene,Phytoene,Phytofluene,Sum of carotenoids
1,Variety V,2,18.988 c,32.007 c,5.868 b,12.885 c,177.223 c,279.038 c
2,Ripeness R,1,29.552 c,87.796 c,275.275 c,220.088 c,177.223 c,279.038 c
3,Elicitor E,1,1.754,1.338,8.266 b,12.018 c,2.527,9.708 b
4,N-dose N,1,0.189,0.751,1.160,2.547,1.273,1.462
5,VxR,2,1.387,12.296 c,1.857,2.498,7.440 c,2.371
6,VE,2,5.943 b,0.567,2.962,4.822 a,2.081,2.163
7,RxE,1,2.084,0.320,5.461 a,4.822 a,3.140 a,5.016 a
8,VxN,1,0.925,0.957,1.058,1.106,3.140 a,0.759
9,RN,1,0.495,0.664,1.346,3.722,2.093,1.735
