,0,1,2,3,4,5,6,7,8,9,10
0,,A,,B,,C,,D,,E,
1,,LoD,LoQ,LoD,LoQ,LoD,LoQ,LoD,LoQ,LoD,LoQ
2,AGM,0.090,0.30,0.19,0.65,0.10,0.35,0.085,0.28,0.70,2.3
3,CAD,0.081,0.27,0.15,0.49,0.18,0.60,0.15,0.49,0.57,1.9
4,HIS,0.038,0.13,0.10,0.33,0.31,1.0,0.038,0.13,0.19,0.63
5,PEA,0.037,0.12,0.039,0.13,0.036,0.12,0.058,0.19,0.049,0.16
6,PUT,0.37,1.2,0.21,0.71,0.34,1.1,0.27,0.89,3.2,11
7,TRP,0.090,0.30,0.13,0.42,0.16,0.54,0.22,0.72,0.17,0.55
8,TYR,0.076,0.25,0.11,0.37,0.096,0.32,0.084,0.28,0.40,1.3
9,UCA,0.0059,0.020,0.0076,0.025,0.010,0.034,0.015,0.050,0.025,0.083
