,0,1,2,3,4,5,6,7
0,,,,Fe(mg/100 Kcal***,,Percentage of Label Declaration,Percentage of Label Declaration,
1,,,Milk,Milk + Fe,SOy,Milk,Milk + Fe,Soy
2,Firm,A,*,,2.30.6a,,,12332a
3,,B,0.30.1b**,2.20.2a,2.30.7a,1791gb,116+11b,12839a
4,,C,0.40.1b,2.20.4a,2.70.8a,15956b,12621a,15342a
5,,D,0.90.0a,2.1+0.2a,2.30.7a,4091ga,liltlob,12038
6,Overall,,,,,,,
7,Mean,,0.4+0.2,2.10.3b,2.40.7a,188+70,116+15b,12038
8,Infant Formula,Infant Formula,,,,,,
9,Act Requirements,Act Requirements,,,,,,
10,,,Min---Max,Min---Max,Min---Max,,,
11,As of 1980,As of 1980,0.15---,0.15-,0.15,,,
12,As of 1985,As of 1985,0.15-3,0.15-3,0.15-3,,,
