,0,1,2,3,4,5,6,7,8,9
0,Peak area,ao,a1,a2,a3,R2,SEE,Durbin-Watson,Predicted areaa,Experimental areaa
1,,,,,,,,statistic (p-value),,
2,OFL,488,59,-18,62,0.999,3.67,1.75418 (0.3032),628,631
3,,,(0.00001),(0.00001),(0.0001),0.997,7.38,,,624
4,CIP,485,53,-18,63,0.997,7.38,1.96519 (0.3963),621,624
5,,,(0.0002),(0.0057),(0.0001),,,,,
6,ENR,230,4.1,91,0.12,0.997,6.79,1.64092 (0.2569),326,321
7,,,(0.1843),(0.00001),(0.9618),,,,,
8,SAR,94,1.0,22,4.0,0.997,1.78,2.13158 (0.3526),119,120
9,,,(0.2102),(0.0001),(0.0079),,,,,
10,DIF,207,2.0,-81,4.5,0.999,2.19,2.03448 (0.3965),295,300
11,FLU,,(0.0823),(0.00001),0.0103,,,,,
12,FLU,654,53,-104,42,0.999,3.67,2.04489 (0.3917),855,851
13,,,(0.00001),(0.00001),(0.0001),,,,,
