,0,1,2,3,4,5,6,7,8,9
0,,Unit,Choysum,,,,Kailaan,,,
1,,,DSa trial,WS trial,F-test,% Changeb,DS trial,WS trial,F-test,% Change
2,Violaxanthin,ugg-1,314 90,11820,*,62,28657,146 24,**,49
3,Neoxanthin,ugg1,12936,105 20,ns,-19,16631,10613,**,-36
4,Lutein/zeaxanthin,"gg,",40674,295  51,ns,27,434  64,330  26,**,24
5,B-Carotene,"gg,",106 18,8315,*,22,82 21,166  26,**,+102
6,Total carotenoids,ugg-1,955  37,602  92,**,37,968141,74774,**,-23
7,Ascorbic acid,mgg;,9.8  0.8,12.3  1.3,*s,+26,12.7 0.8,15.3  1.5,**,+20
8,Calcium,mgg.:,23.4  4.7,35.2  1.1,**,+50,20.0  0.9,31.3  2.6,**,+57
9,Iron,ugg1,32047,584 103,**,+83,15111,13719,ns,9
10,Zinc,ngg-1,45.1  2.0,56.1  18.4,**,+24,43.9  3.1,47.8  3.9,*,+9
11,Total glucosinolates,molg-1,14.3  3.6,10.8  10.8,ns,24,23.2  2.4,19.0  1.4,ns,-18
12,Dry matter,%,5.43  0.04,7.83  0.25,ns,+44,7.42  0.2,8.48  0.4,**,+14
13,Yield,tha-1,5.23  0.40,4.66  0.27,,-11,6.36  0.5,4.46  0.7,**,30
14,-Carotene-yield,gha-1,30.3  6.2,20837,ns,22,37.5  9.6,322 39,**,+89
15,Total carotenoids-yield,gha-1,267 56,20837,ns,22,451 70,322 39,**,-29
16,Ascorbic acid-yield,kg ha-1,2.8  0.4,4.3  0.4,*,+54,6.0  0.7,6.5  1.0,ns,+8
17,Calcium-yield,kg ha-1,6.5  0.6,12.3  1.0,**:,+89,9.3  1.0,13.4  1.6,ns,+44
18,Iron-yield,gha-1,9315,20344,**,+118,718,609,ns,15
19,Zinc-yield,gha-1,13.2  1.6,19.6  1.9,**,+48,20.8  2.1,20.8  2.4,,0
20,Total glucosinolates-yield,molha-1,4.3  1.1,3.7  0.4,ns,-14,10.91.5,8.2  0.8,,25
