,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,Ca,,,,,,Mg,,,,
1,,,Number of samples (n),Mean,Mina,Maxb,P95c,>LOQ(%,Mean,Min,Max,P95a,>LOQ%
2,Cereals and cereal products,Pastries,18,453,158,936,773,100,262,111,472,412,100
3,,Bread and rusk,14,477,184,1300,1190,100,406,277,373,658,100
4,,Cereals for breakfast,6,1179,894,1560,1515,100,273,170,373,349,100
5,,Rice and semolina,4,168,140,201,197,100,269,103,547,492,100
6,,Rice and semolina,5,146,71,266,543,100,269,103,399,492,100
7,,Biscuits,6,381,249,577,543,100,660,207,975,396,100
8,,Biscuits,24,302,123,843,647,100,660,137,975,953,100
9,,Total,77,426,71,1560,1150,100,417,103,975,838,100
10,Cooked dishes and snacks,Sandwiches,68,469,162,1340,1051,100,297,107,941,360,100
11,,Sandwiches,30,493,146,993,788,100,297,216,403,367,100
12,,Dessert,28,879,1030,1290,1290,100,237,99,635,326,100
13,,"Pizzas, quiches and salted cakes",4,1188,1030,1290,1290,100,237,163,339,326,100
14,,Total,130,585,146,1340,1157,100,253,99,941,366,100
15,Dairy products,Milk,38,1026,710,1410,1525,100,130,84,187,141,100
16,,Ultra fresh dairy products,91,1121,666,1790,1525,100,130,84,187,177,100
17,,Cheese,16,5654,1910,9470,8735,100,304,171,533,505,100
18,,Total,145,1597,666,9470,5672,100,146,84,533,305,100
19,Drinks,Alcoholic drinks,10,122,31,391,299,100,69,14,118,113,100
20,,Coffee,31,615,13,995,1175,97,156,47,349,340,100
21,,Hot drinks,31,153,13,1280,1175,97,155,18,349,340,100
22,,Water,26,153,6,188,581,91,31,1,247,221,80
23,,Soft drinks,26,91,13,188,172,92,80,,247,221,88
24,,Total,143,259,6,1280,996,94,96,1,445,276,92
25,Eggs and egg products,Eggs and egg products,30,802,801,802,802,100,1340,1180,226,217,100
26,Tofu,Tofu,2,185,801,802,802,100,1340,1180,1500,53,100
27,Fat and oil,Butter,6,185,117,284,263,100,32,20,57,53,100
28,,Margarine,4,21,30,183,172,100,5,3,27,25,20
29,,Oil,10,21,6,56,53,30,5,1,17,15,20
30,,Total,20,84,6,284,202,65,14,1,57,42,50
31,Fish and fish products,Fish,46,195,37,2710,3328,100,361,158,602,495,100
32,,Shellfish,37,1418,98,5650,3328,100,776,367,1280,1224,100
33,,Total,83,740,37,5650,3018,100,546,158,1280,1164,100
34,Fruits and vegetables,Nuts and oilseeds,75,535,428,653,260,100,1069,480,1890,1815,100
35,,Fruits,75,99,6,498,260,95,106,50,353,187,100
36,,Potato-based products,48,176,6,1990,378,98,234,101,549,442,100
37,,Vegetables,269,366,13,1990,1110,99,204,11,791,518,100
38,,Compotes and stewed fruits,8,366,44,2120,1468,100,71,49,100,98,100
39,,Dried vegetables,18,295,184,558,548,100,384,282,613,602,100
40,,Total,422,278,6,2120,690,98,203,11,1890,507,100
41,Ice cream,Ice cream,2,839,779,899,893,100,393,294,492,482,100
42,Meats and offal,Delicatessen,80,138,37,886,408,100,309,75,443,386,100
43,,Meat,80,158,37,886,408,100,309,216,491,386,100
44,,Offal,16,138,39,887,606,100,414,170,370,360,100
45,,Poultry,38,138,30,887,606,100,414,296,680,493,100
46,,Total,213,143,28,888,377,100,308,75,680,459,100
