,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,R.WT,R.L,L,4,5,6,7,8,T.GSL,S.T,,W.T
1,,(g),(Cm),,,,,,,,,,
2,R.WT(g),1,.775**,.517**,.451*,.324,.500*,.342,.124,.351*,.457*,,.354
3,R.L (Cm),,1,.682**,.394,.243,.427*,.124,.091,.143,.546**,,.366
4,L,,,1,-.113,.029,.138,.031,.156,.044,.545**,,.186
5,2,,,,.117,.003,.196,.570**,.325,.637**,.306,,.433*
6,4,,,,1,.952**,.038,.908**,.045,.069,.196,,.281
7,5,,,,,1,.161,.913**,.015,.195,.279,,.381
8,6,,,,,,1,.116,.044,.130,.068,,.179
9,7,,,,,,,1,.286,.995**,.215,,.368
10,8,,,,,,,,1,.309,.055,,.170
11,T.GLS,,,,,,,,,1,.544**,,.404
12,S.T,,,,,,,,,,1,.711**,
13,W.T,,,,,,,,,,,1,
