,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Elements,,,Maple syrup,,,,,,,,,,,
1,,,,Same farm,,, Same farm,,,,,,Same farm,,
2,,,,Light,Medium,Dark,,,,Light,,Light,Light,Medium,Medium
3,,,Sample no.,MS1,MS2,MS3,MS30,MS31A,MS31B,MS5,MS13,MS32,MS32,VMS12,VMS13
4,,,Bedrocks,Limestone,Limestone,Limestone,Limestone,Limestone,Limestone,Limestone,Limestone,,Granite,Granite,Granite
5,,,Area,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,Kingston,,Kingston,Kingston,Kingston
6,,,limit (mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),,(mg/kg),(mg/kg),(mg/kg)
7,Ca,,0.7,436,908,2190,431,953,1030,882,999,699,699,844,855
8,K,,0.1,1380,45,1400,1390,2070,2220,1400,1950,1580,107,1830,1920
9,Na,,0.3,2.4,0.9,4.3,1.4,2.8,3.2,7.4,23.9,5.9,1.3,9.3,20.7
10,Al,,0.007,0.201,0.441,0.222,19.4,0.404,0.0026,0.764,0.42,0.667,0.667,BDL,0.844
11,V,,0.0001,0.155,0.441,0.186,0.0038,0.0023,0.0026,0.0013,0.0042,0.0197,0.0197,BDL,0.0153
12,Cr,,0.0001,0.026,0.164,0.0534,0.038,0.009,0.0095,0.0122,0.0197,0.0162,0.0162,0.0101,0.0153
13,Fe,,0.0007,0.0116,0.56,0.863,0.313,0.3,0.329,0.245,0.429,3.22,3.22,20.9,3.8
14,Co.,,0.00007,0.0116,0.0119,0.00999,0.00762,0.094,0.00483,0.0114,0.031,0.0162,0.132,0.00422,0.0192
15,Ni,,0.0001,0.0586,0.0302,0.0419,0.0478,0.094,0.098,0.126,0.266,0.132,0.132,0.028,0.148
16,Cu,,0.0001,0.0586,0.0302,0.0419,0.0478,0.0278,0.0259,0.851,2.07,0.171,0.171,0.011,0.0426
17,Zn,,0.0001,4.07,1.28,3.23,3.75,2.36,4.26,5.26,3.05,3.14,3.14,0.906,3.99
18,Rb,,0.0001,1.25,1.28,1.21,1.62,2.36,2.56,0.593,0.78,3.82,3.82,1.42,6.16
19,Sr,,0.0001,1.48,2.55,4.15,10.6,12.3,13.5,10.3,3.84,3.52,3.52,3.11,18
20,Y,,0.00006,0.00014,0.00111,0.00115,0.00156,0.00043,0.0006,0.00046,0.00071,,0.00013,0.00035,0.00062
21,Mo,,0.0006,0.0625,0.0398,0.0892,0.031,0.0041,0.0041,0.0037,0.0023,,0.0315,0.0042,0.0032
22,Cs,,0.00004,0.00271,0.00131,0.00069,0.00096,0.00093,0.00099,0.00034,0.00128,,0.00235,0.00075,0.00287
23,Hg,,0.0001,0.0034,0.00406,0.00795,0.00858,0.0019,0.0022,0.0028,0.0029,BDL,BDL,0.00062,0.0214
24,Pb,,0.000007,0.00209,0.00406,0.00795,0.00858,0.00356,0.00417,0.0369,0.0429,,0.00371,0.00062,0.0214
25,Bi,,0.000007,BDL,0.00043,0.00022,0.0003,0.00007,0.00006,0.00093,0.00023,,0.00039,0.00007,0.00012
26,U,S,0.000007,0.00007,0.00058,0.00022,0.00026,0.00007,0.00004,9.77,0.00032,,0.00009,0.00002,0.00006
27,,S,0.04,8.87,5.74,9.1,8.45,19,18.6,9.77,9.28,5.39,5.39,9.22,8.7
28,,S,0.07,2.5,4.85,2.9,1.8,3.7,,4,10.9,2.6,3.04,3.8,4.2
29,,,0.007,2.23,4.85,12.1,7.54,24.6,20.6,1.99,10.9,3.04,3.04,8.56,6.45
30,Si,,0.01,38.2,16.2,7.46,0.038,0.029,16.2,0.024,22.3,56.2,56.2,49.1,0.029
31,Ti,,0.0007,0.053,0.094,0.07,0.038,0.029,0.027,0.024,BDL,BDL,BDL,0.028,0.029
32,Element,,,Maple syrup,,,,,,Corn syrup,,,,Honey,
33,,,,Medium,Grade B,Grade A,,,,,,,,,
34,,,Sample no.,MS10,MS35,MS34,MS25,MS26,MS20,CS17,CS36,AJ37,AJ37,CR11,CR12
35,,,Bedrocks,Greywacke,Greywacke,Greywacke,Dolostone,Dolostone,,Shale and,Shale and,Shale and,Shale and,,
36,,,,,,,,,,limestone.,limestone,limestone,limestone,,
37,,,Area,"Saint Victor,","Stowe,","Morrisville,","Bonduel,","Bonduel,","Ontario,",Midwest,Midwest,Midwest,Midwest,Costa,Costa
38,,,,Quebec,Vermont,Vermont,Wisconsin,Wisconsin,Canada,USA,USA,USA,USA,Rica,Rica
39,,,limit (mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg),(mg/kg)
40,Ca,,0.7,672,1310,607,217,165,1310,25.2,128,13.1,13.1,79.1,76.3
41,Mg,,0.1,1860,1840,66.6,902,92.4,1570,56.2,439,3.6,,341,338
42,Mg,,0.2,170,225,66.6,103,92.4,147,9.1,41.9,1.9,,18.3,18
43,Na,,0.07,12,35.5,17.1,3.6,7.9,33.7,1690,1530,1390,1390,13.3,15
