,0,1,2,3,4,5,6,7,8,9,10,11
0,,Culture,Drying time,US treatment,SFA,MUFA,PUFA,PUFA(n-3,PUFAn-6,n-6/n-3,MUFA/SFA,PUFA/SFA
1,Culture,1.000,0.000,0.000,0.465**,0.430**,0.379*,0.102 a,0.497***,0.549***,0.389**,0.710****
2,Drying time,,1.000,0.000,0.212 a,0.155 a,0.664***,0.620***,0.634***,0.161 a,0.260a,0.124 a
3,US treatment,,,1.000,0.038 a.,0.011 a,0.140 a,0.130 a,0.133 a,0.062,0.189a,0.183 a
4,SFA,,,,1.000,0.974****,0.407**,0.548***,0.299 a,0.232,0.776***,0.776***
5,MUFA,,,,,1.000,0.380*,0.536***,0.266 a,0.260,,0.762***
6,PUFA,,,,,,1.000,,0.972***,0.270 a,0.180a,0.180 a
7,PUFA(n-3),,,,,,,1.000,0.771**,0.169 a,0.027a,0.025 a
8,PUFA(n-6),,,,,,,1.000,1.000,0.481**,0.247a,0.248 a
9,n-6/n-3,,,,,,,,,1.000,0.283a,0.284 a
10,MUFA/SFA,,,,,,,,,,1.000,0.463***
11,PUFA/SFA,,,,,,,,,,,1.000
