,0,1,2,3,4,5
0,,,,GSH (nmol/g),GSH (nmol/g),
1,Foodstuff,N value,wet weight,wet weight,dry weight,dry weight
2,"Ground beefround,<20 fat",3b,230+14,230+14,1290,82
3,+DTT,3b,650+29,650+29,2140+,92
4,cooked + DTT,3b,410 29,410 29,840,80
5,Chicken (breast),3b,156+,7.7,450+,12
6,+ DTT,3b,310+16,310+16,+,53
7,cooked+DTT,3b,141+,8.5,390,12
8,"Pork loin, fat trimmed",3b,63077,63077,3800530,3800530
9,+ DTT,3b,135062,135062,8000+270,8000+270
10,cooked + DTT,3b,61043,61043,1300+110,1300+110
11,Fish (ocean perch),3b,21,1.7,73,5.6
12,+DTT,3b,+,2.8,291,7.6
13,cooked + DTT,3b,39 ,4.3,83,8.9
14,"Milk,whole",8,<1,,n.d.c,n.d.c
15,+DTT,8,11+,3.1,310,16
16,"Eggs,whole",6,<1,,n.d.,
17,+DTT,6,<1,,n.d.,
18,yolk,6,<1,,n.d.,
19,+DTT,6,<1,,n.d.,
20,white,6,<1,,n.d.,
21,Butter,3,<1,,n.d.,
