,0,1,2,3,4,5
0,Fertilizers and,Amount Dosage and time of use,Amount Dosage and time of use,Amount Dosage and time of use,,
1,pesticides,,,,,
2,,,Base,Fertilizer for tillering,Fertilizer for tillering,Earing
3,,,fertilizer,,,fertilizer
4,,,,Tillering,Elongation,Booting
5,,,,stage,stage,stage
6,Urea,250g,75.0g,80.0 g,20.0 g,75.0 g
7,Triple superphosphate140 g,Triple superphosphate140 g,140g,,,
8,Potassium sulfate,100g,60.0 g,,,40.0g
9,Herbicide,,First dose,,,Second dose
10,20.0 mL,,10.0mL,,,10.0mL
11,Fungicide,Booting stage,,Heading stage,Full-heading stage,Full-heading stage
12,30.0 mL,10.0 mL,,10.0 mL,10.0mL,
