,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Type,Species,AsV,AsIII,MMAV,DMAV,AB,MMMTAV,AC,TETRA,TMAO,DMDTAV,TMAS,Unknown**
1,fish,Scomber scombrus,<5.4*,<4.4*,17 (3),34(5,3653 (253),<9.6*,152,11 (1),25(10,<9.8*,<13.6*,-
2,,Dicentrarchus labrax,<5.4*,<4.4*,<4.6*,<5.2*,330 (8),<9.6*,<7.8*,<10.6*,<8.4*,<9.8*,<13.6*,-
3,,Sparus aurata,<5.4*,<4.4*,<4.6*,<5.2*,8570 (810),<9.6*,161,<10.6*,<8.4*,<9.8*,<13.6*,-
4,,Salmo salar,<5.4*,<4.4*,<4.6*,<5.2*,1432 (19),<9.6*,<7.8*,<10.6*,<8.4*,< 9.8*,<13.6*,
5,,Thunnus albacares,<5.4*,<4.4*,<4.6*,1004,816 (22),<9.6*,<7.8*,<10.6*,<8.4*,<9.8*,<13.6*,1
6,mushroom,Boletus edulis,141,<4.4*,<4.6*,246 (23),<2.2*,<9.6*,27 (5),34 (4),<8.4*,<9.8*,<13.6*,71
7,shrimp,Parapenaeopsis stylifera,152,<4.4*,112,29 (3),1414 (57,<9.6*,88 (9),<10.6*,<8.4*,<9.8*,<13.6*,73
8,,Parapenaeopsis hardwickii,112,<4.4*,38 (4),345,2599 (213),<9.6*,212 (15),<10.6*,<8.4*,<9.8*,<13.6*,178
9,cephalopod,Octopus vulgaris,<5.4,<4.4*,7 (2),<5.2*,2473 (157),<9.6*,32(4,<10.6*,<8.4*,<9.8*,<13.6*,462
10,,Sepia pharaonis,<5.4*,<4.4*,7(2),<5.2*,6255 (324),<9.6*,39(6),<10.6*,<8.4*,214,<13.6*,84
11,,Loligo edulis,<5.4*,<4.4*,8 (2),<5.2*,1380 (42),<9.6*,<7.8*,18 (2),<8.4*,<9.8*,<13.6*,94
12,mussel,Mytilus chilensis,152,75 (7),<4.6*,325 (16),1594 (96),<9.6*,28 (4),<10.6*,<8.4*,23(3),<13.6*,791
