,0,1,2,3,4,5,6
0,Target Hazard Quotient (THQ),,,,,,HI
1,Cheese type,Pb,cd,Cu,Zn,Fe,
2,Cow cheese (PDO,3.43 10-4,,2.48 10-3,1.97 10-2,2.57 103,2.51 10-2
3,Blue cheese (PDO),,,2.75 10-3,3.33 10-2,1.13 10-3,3.72 10-2
4,Kaseri cheese of Western Macedonia,8.00 10-4,,1.03 10-2,4.67 10 2,3.67 103,6.14 10 -2
5,Kaseri cheese (PDO),,,3.50 10-3,4.00 10-2,2.43 10-3,4.59 10 -2
6,Feta cheese of Central Greece,4.86 10-4,,7.50 10-3,2.57 10-2,5.00 10-3,3.87 10-2
7,Feta cheese (PDO),8.57 10-4,4.20 10-4,2.75 103,1.20 10 -2,2.03 10-3,1.81 10-2
8,Feta cheese of Central Greece,6.57 10-4,1.70 10-4,5.25 10-3,1.70 10-2,2.03 10-3,2.51 10-2
9,Kefalograviera (PDO),1.71 10-4,1.60 10-4,4.75 10-3,4.00 10 -2,3.27 103,4.83 10-2
10,Gruyere of Cyclades,,4.50 10-4,5.00 10-3,5.33 10 -2,2.33 10-3,6.11 10-2
11,Metsovone cheese,1.60 10-3,4.30 104,5.25 10-3,4.67 10 2,3.17 10-3,5.71 10-2
12,Cottage cheese (PDO),1.54 10-4,2.20 104,2.03 103,7.33 10-3,2.60 102,3.57 102
13,Mozzarella cheese (PDO),7.43 10-4,1.10 10-3,4.50 10-3,6.00 10-2,2.87 103,6.92 102
14,Parmesan cheese (PDO),,,4.00 10-2,6.33 10-2,1.93 10-3,1.05 10-1
15,Mizithra cheese (PDO),7.14 10-4,1.80 10-4,1.25 103,3.07 10 -3,2.07 10-3,7.28 103
16,Cream cheese (PDO),1.26 10-3,,6.50 10-3,8.33 10 3,3.33 10-3,1.94 10-2
