,0,1,2
0,e geographic origin,,
1,of rice by chemometrics with strontium and lead isotope ratios and multielement,wheat genotypes by yield and densities of grain zinc and iron using cluster analysi,
2,"concentrations. J. Agric. Food Chem.60,1628-1634","J.Geochem.Explor.121,49-54.","J.Geochem.Explor.121,49-54."
3,"Armendariz-Fernandez,K.V., Herrera-Hernandez, I.M., Munoz-Marquez,E., Sanchez, E.","Laursen, K.H., Schjoerring, J.K., Olesen, J.E., Askegaard, M., Halekoh, U., Husted, S.",
4,"2019. Characterization of bioactive compounds, mineral content, and antioxidant","2011. Multielemental fingerprinting as a tool for authentication of organic wheat,",
5,"activity in bean varieties grown with traditional methods in Oaxaca, Mexico.","barley, faba bean, and potato.J.Agric.Food Chem.59,4385-4396.","barley, faba bean, and potato.J.Agric.Food Chem.59,4385-4396."
6,"Antioxidants 8, 26","Liu, J., Li, K.,Xu, J., Liang, J., Lu,X., Yang, J., ZhuQ., 2003. Interaction of Cd and fiv",
7,"Armstrong, R.L., 1968. A model for the evolution of strontium and lead isotopes in a",mineral nutrients for uptake and accumulation in different rice cultivars and,mineral nutrients for uptake and accumulation in different rice cultivars and
8,"dynamic Earth. Rev. Geophys. 6, 175-199.","enotypes. Field Crop. Res.83,271-281","enotypes. Field Crop. Res.83,271-281"
9,"Badigannavar,A.,Girish,G.,Ramachandran,V.,Ganapathi,T.R.,2016.Genotypic","Liu, Y., Zhang, C., Zhao,Y., Sun S., Liu, Z., 2017. Effects of growing seasons and",
10,variation for seed protein and mineral content among post-rainy season-grown,genotypes on the accumulation of cadmium and mineral nutrients in rice grown i,
11,"sorghum genotypes.Crop J.4,61-67.","cadmium contaminated soil. Sci. Total Environ. 579, 1282-1288.","cadmium contaminated soil. Sci. Total Environ. 579, 1282-1288."
12,"Banzinger, M., Long, J., 2000. The potential for increasing the iron and zinc density of","Liu, Z., Zhang, W., Zhang, Y., Chen, T., Shao, S., Zhou, L., YuanY., Xie, T., Rogers, K.M",
13,"maize through plant breeding. Food Nutr. Bull. 21, 397400.",2019.Assuring food safety and traceability of polished rice from different productio,
14,"Belane,A.K.,Dakora, F.D., 2011.Levels of nutritionally-important trace elements and","regions in China and Southeast Asia using chemometric models. Food Control 99,",
15,macronutrients in edible leaves and grain of 27 nodulated cowpea,,1-10
16,(VignaunguiculataL. Walp.) genotypes grown in the upper west region of Ghana. Food,"Meharg, A.A., Williams, P.N., Adomako, E., Lawgali, Y.Y., Deacon, C., Villada, A.",
17,"Chem.125,99-105.","Cambell, R.C.J., Sun, G.,Zhu, Y.G., Feldmann,J., Raab, A., Zhao, F.J., Islam, R.",
18,"Bronzi, B., Brilli, C., Beone, G.M., Fontanella, M.C., Ballabio, D., Todeschini, R.,","Hossain, S., Yanai, J., 2009. Geographical variation in total and inorganic arsenic",
19,"Consonni, V., Grisoni, F., Parri, F., Buscema, M., 2020. Geographical identification of","content of polished (white rice.Environ.Sci.Technol.43,1612-1617","content of polished (white rice.Environ.Sci.Technol.43,1612-1617"
20,"Chianti red wine based on ICP-MS element composition. Food Chem.315,126248.","Mrmosanin, J.M.,Pavlovic, A.N., Krstic, J.N., Mitie, S.S., Tosic,S.B., Stojkovie,M.B.",
21,"Capo,R.C., Stewart,B.W., Chadwick,O.A.,1998.Strontium isotopes as tracers of","Micic,R.J.,Dordevic,M.S.,2018.Multielemental quantification in dark chocolate b",
22,"ecosystem processes: theory and methods. Geoderma 82, 197-225.","ICP OES. J. Food Compos. Anal. 67, 163171.","ICP OES. J. Food Compos. Anal. 67, 163171."
23,"Chen,X.,Zhou,X.,Yang, Z.,Gu, C.,Tao,Y.,Guo,Q.,Guo,D.,Zhang,H.,Xu,P., Liao,Y.","Nassar, A.M.K., Sabally,K., Kubow, S., Leclerc, Y.N., Donnelly,D.J.,2012. Some",
24,"Wang,Y., Duan, Q., Ran, X.,Wang, L.,Li, Y., Wu,X.,2019. Analysis of quality",Canadian-grown potato cultivars contribute to a substantial content of essential,
25,"involving in minerals, amylose, protein, polyphenols and antioxidant capacity in","dietary minerals. J. Agric. Food Chem.60, 4688-4696","dietary minerals. J. Agric. Food Chem.60, 4688-4696"
26,"Cheng, W., Yao, H., Zhang, H., Tao, X., 2009. Influences of cadmium on grain mineral","Norton, G.J., Dasgupta, T., Islam, M.R., Islam, S., Deacon, C.M., Zhao, F.J., Stroud, J.L",
27,"Cheng, W., Yao, H., Zhang, H., Tao, X., 2009. Influences of cadmium on grain mineral","Mcgrath, S.P., Feldmann, J., Price, A.H., Meharg, A.A., 2010. Arsenic influence or",
28,nutrient contents of two rice genotypes differing in grain cadmium accumulation.,genetic variation in grain trace-element nutrient content in Bengal Delta grown rice,
29,"Rice Sci.16(2),151-156.","Environ.Sci.Technol.44,8284-8288.","Environ.Sci.Technol.44,8284-8288."
30,"Chu, Q., Watanabe, T., Sha, Z., Osaki, M., Shinano, T., 2015. Interactions between Cs, Sr,","Opatic, A.M., Necemer, M., Budic, B., Lojen, S., 2018. Stable isotope analysis of major",
31,and other nutrients and trace element accumulation in amaranthus shoot in response,"bioelements, multi-element profiling, and discriminant analysis for geographical",
32,"to variety effect.J.Agric.Food Chem.63,2355-2363.","origins of organically grown potato. J. Food Compos. Anal. 71, 17-24","origins of organically grown potato. J. Food Compos. Anal. 71, 17-24"
33,"D'Archivio, A.A., Di Vacri, M.L., Ferrante, M., Maggi, M.A., Nisi, S., Ruggieri, F., 2019.","Paucar-Menacho, L.M., Amaya-Farfan, J., Berhow, M.A., Mandarino, J.M.G., de Mejia, E",
34,Geographical discrimination of saffron (Crocus sativus L.) using ICP-MS elemental,"G., Chang, Y.K., 2010. A high-protein soybean cultivar contains lower isoflavones",
35,data and class modeling of PDO Zafferanodell'Aquila produced in Abruzzo (Italy),and saponins but higher minerals and bioactive peptides than a low-protein cultiva,
36,"Food Anal. Method.12,2572-2581.","Food Chem.120,15-21.","Food Chem.120,15-21."
37,"David, E., Eleazu, C., Igweibor, N., Ugwu, C., Enwefa, G., Nwigboji, N., 2019.","Phan-Thien, K.-Y., Wright, G.C., Lee, N.A., 2010. Genotype-by-environment interactior",
38,"Comparative study on the nutrients, heavy metals and pesticide composition of some",affects the essential mineral composition of peanut (Arachis hypogaea L.) kernels.,
39,"locally produced and marketed rice varieties in Nigeria. Food Chem. 278, 617624.","J. Agric. Food Chem. 58, 92049213.","J. Agric. Food Chem. 58, 92049213."
40,"Derise, N.L., Lau, H.A., Ritchey, S.J.,1974. Yield, proximate composition and mineral","Podio, N.S., Baroni, M.V., Badini, R.G., Inga, M., Ostera, H.A., Cagnoni, M., Gautier, E.A",
41,"element content of three cultivars of raw and roasted peanuts.J.Food Sci.39,","Garcia,P.P.,Hoogewerff,J.,Wunderlin, D.A.,2013.Elemental and isotopic","Garcia,P.P.,Hoogewerff,J.,Wunderlin, D.A.,2013.Elemental and isotopic"
42,264-266.,"fingerprint of Argentinean wheat. Matching soil, water, and crop composition to",
43,"Drivelos, S.A., Danezis, G.P., Haroutounian, S.A., Georgiou, C.A., 2016. Rare earth","differentiate provenance. J. Agric. Food Chem. 61, 37633773.","differentiate provenance. J. Agric. Food Chem. 61, 37633773."
44,elements minimal harvest year variation facilitates robust geographical origin,"Rao,B.D., Kulkarni,D.B.,Kavitha,C.,2018.Study on evaluation of starch, dietary fibe",
45,"Elderfield, H., 1986. Strontium isotope stratigraphy. Palaeogeogr. Palaeocl. 57, 71-90",and mineral composition of cookies developed from 12 sorghum cultivars. Food,
46,"Elderfield, H., 1986. Strontium isotope stratigraphy. Palaeogeogr. Palaeocl. 57, 71-90","Chem. 238, 82-86.","Chem. 238, 82-86."
47,"Feil, B.,Banziger,M.,1993.Nitrogen and cultivar effects on the mineral element","Ribeiro, N.D., Maziero, S.M., Prigol, M., Nogueira, C.W., Rosa, D.P., Possobom M.T.D.F",
48,"concentration in the grain of spring wheat. Eur. J. Agron. 2 (3), 205-212.",2012. Mineral concentrations in the embryo and seed coat of common bean,2012. Mineral concentrations in the embryo and seed coat of common bean
49,"De Simone, V.,Di Gesu,A.M., Beleggia, R","cultivars.J.Food Compos.Anal.26,89-95","cultivars.J.Food Compos.Anal.26,89-95"
50,"Platani, C., Cattivelli, L., De Vita, P., 2009. Phytate and mineral elements","Rivero, R.C., Hernandez, P.S., Rodriguez, E.M.R., Martin, J.D., Romero, C.D., 2003.",
51,"concentration in a collection of Italian durum wheat cultivars. Field Crop. Res. 111,","Mineral concentrations in cultivars of potatoes. Food Chem. 83, 247253.","Mineral concentrations in cultivars of potatoes. Food Chem. 83, 247253."
52,235-242.,"Shokunbi, O.S., Fayomi, E.T., Sonuga, O.S., Tayo, G.O., 2012. Nutrient composition o",
53,"Firmani, P., La Piscopia, G., Bucci, R., Marini,F., Biancolillo A., 2020. Authentication of",five varieties of commonly consumed Nigerian groundnut (Arachis hypogaea L.).,
54,P.G.I. Gragnano pasta by near infrared (NIR) spectroscopy and chemometrics.,"Grasas Aceites 63,14-18","Grasas Aceites 63,14-18"
55,"Microchem.J.152,104339.","Siddiqui,A.J.,Musharraf,S.G.,Choudhary,M.,Atta-ur-Rahman,I.,2017.Application ",
56,"Fragni, R., Trifiro, A., Nucci, A., Seno, A., Allodi, A., Di Rocco, M., 2018. Italian tomato-","analytical methods in authentication and adulteration of honey. Food Chem. 217,",
57,based products authentication by multi-element approach: a mineral elements,687-698.,687-698.
58,"database to distinguish the domestic provenance. Food Control 93, 211-218.","Souza, J.P., Cerveira, C., Miceli, T.M., Moraes, D.P., Mesko, M.F., Pereira, J.S.F., 2020",
59,"Gaines,T.P.,Hammons,R.O.,1981.Mineral composition of peanut seed as influenced by","Evaluation of sample preparation methods for cereal digestion for subsequent As, Co",
60,"cultivar and location.Peanut Sci.8,16-20.","Hg and Pb determination by AAS-based techniques.Food Chem.321,126715.",
61,"Ganopoulos, I., Madesis, P., Darzentas,N., Argiriou A., Tsaftaris, A., 2012. Barcode high","Sun, L., Ma, X., Jin, H.Y., Fan, C., Li, X., Zuo, T.T., Ma, S.C., Wang, S., 2020. Geographica",
62,resolution melting (Bar-HRM analysis for detection and quantification of PDO  Fava,origin differentiation of Chinese Angelica by specific metal element fingerprinting,
63,"Santorinis""(Lathyrus clymenum) adulterants. Food Chem.133,505-512.",and risk assessment. Environ. Sci. Pollut. R. https://doi.org/10.1007/s11356-020-,
64,"Herreros-Chavez,L., Oueghlani, F., Morales-Rubio, A.,Cervera,M.L., de la Guardia,M.",,10309-x
65,2019. Mineral profiles of legumes and fruits through partial least squares energy,"and mineral content in black gram genotypes. J. King Saud Univ. - Sci. 32,",
66,"dispersive X-ray fluorescence.J.Food Compos.Anal.82,103240","and mineral content in black gram genotypes. J. King Saud Univ. - Sci. 32,",
67,"Jamali, M.K., Kazi, T.G., Arain, M.B., Afridi, H.I., Jalbani, N., Sarfraz, R.A., Baig, J.A.,",1029-1033.,1029-1033.
68,2008. A multivariate study: variation in uptake of trace and toxic elements by,"Suwarto, Nasrullah, 2011. Genotype  environment interaction for iron concentration c",
69,"various varieties of Sorghum bicolor L.J.Hazard.Mater.158,644-651.","rice in central Java of Indonesia.Rice Sci.18(1),75-78.","rice in central Java of Indonesia.Rice Sci.18(1),75-78."
70,"Janila, P., Nigam, S.N., Abhishek, R., Kumar, V.A., Manohar, S.S., Venuprasad, R., 2015.","Thornton, S.T., Gallo, M., Tillman, B.L., 2015. Genotypic variability in calcium",
71,Iron and zinc concentrations in peanut (Arachis hypogaea L.) seeds and their,"concentration of peanut (Arachis hypogaea L.) seeds.Crop Sci.55,211-218","concentration of peanut (Arachis hypogaea L.) seeds.Crop Sci.55,211-218"
72,"relationship with other nutritional and yield parameters. J. Agr. Sci-Cambridge 153,","Vandemark, G.J., Grusak, M.A., McGee, R.J., 2018. Mineral concentrations of chickpe",
73,975-994.,and lentil cultivars and breeding lines grown in the U.S. Pacific Northwest. Crop J. ,
74,"Joshi, A.K., Crossa, J., Arun, B., Chand, R., Trethowan, R., Vargas, M., Ortiz-",253-262.,253-262.
75,"Monasterio,I.,2010.Genotype  environment interaction for zinc and iron","Velu, G., Singh, R.P., Huerta-Espino, J., Penia, R.J., Arun, B., Mahendru-Singh, A., Yaqu",
76,concentration of wheat grain in eastern Gangetic plains of India. Field Crop. Res.,"Mujahid, M., Sohu,V.S., Mavi,G.S.,Crossa, J.,Alvarado,G.,Joshi, A.K.,Pfeiffer,W",
77,"116,268-277.","H., 2012.Performance of biofortified spring wheat genotypes in target environmen",
78,"Kayodea, A.P.P., Linnemann, A.R., Hounhouigan, J.D., Nout, M.J.R., van Boekel, M.A.J.","for grain zinc and iron concentrations.Field Crop. Res. 137,261-267","for grain zinc and iron concentrations.Field Crop. Res. 137,261-267"
79,"S., 2006. Genetic and environmental impact on iron, zinc, and phytate in food","Vergine, M.,Aprile, A.,Sabella,E.,Genga,A.,Siciliano,M.,Rampino, P.,Lenucci, M.S",
80,"sorghum grown in Benin. J. Agric. Food Chem. 54, 256262.","Luvisi, A., De Bellis, L., 2017. Cadmium concentration in grains of durum wheat",
81,"Kelly,S.,Heaton,K.,Hoogewerff, J.,2005.Tracing the geographical origin of food: the","(TriticumturgidumL.subsp.durum).J.Agric.Food Chem.65,6240-6246.","(TriticumturgidumL.subsp.durum).J.Agric.Food Chem.65,6240-6246."
82,"application of multi-element and multi-isotope analysis. Trends Food Sci. Tech. 16,","Vignola,M.B.,Moiraghi,M.,Salvucci,E.,Baroni,V.,Perez,G.T.,2016.Whole meal an",
83,555-567.,white flour from Argentine wheat genotypes: mineral and arabinoxylan difference,
