,0,1,2,3,4,5,6,7,8,9
0,Quality parameter,Pre-Pr,LV,Calibration model,Calibration model,Validation model,Validation model,,,Waveband (nm)
1,,,,R,RMSEC,R,RMSEP,RPD,Slope,
2,Mass (g),None,7,0.97,9.72,0.82,10.45,2.57,0.80,900-1550
3,,MSC,7,0.91,15.68,0.82,17.08,1.57,0.80,900-1550
4,,1st der,7,0.97,8.78,0.94,10.95,2.45,0.89,900-1550
5,,2nd der,7,0.95,10.67,0.91,17.00,1.58,0.73,900-1550
6,Colour index,None,10,0.84,0.78,0.71,0.90,1.89,0.64,1000-1900
7,,MSC,10,0.88,0.69,0.78,0.86,2.08,0.73,1000-1900
8,,1st der,10,0.87,0.69,0.79,0.86,1.98,0.70,1000-1900
9,,2nd der,10,0.89,0.69,0.79,0.85,2.00,7.00,1000-1900
10,TSS (Brix),None,6,0.84,0.58,0.7,0.61,1.78,0.68,900-1800
11,,MSC,6,0.86,0.53,0.73,0.58,1.84,0.70,900-1800
12,,2nd der,6,0.89,0.48,0.79,0.58,1.58,0.73,900-1800
13,,2nd der,6,0.80,0.64,0.64,0.69,1.58,0.60,900-1800
14,Vitamin C (mg/100 mL),None,8,0.73,7.71,0.47,8.30,1.25,0.44,1050-2000
15,,MSC,8,0.73,7.21,0.53,8.01,1.30,0.48,1050-2000
16,,1st der,8,0.71,7.52,0.50,8.74,1.19,0.36,1050-2000
17,,2nd der,8,0.61,8.42,0.37,8.58,1.21,0.36,1050-2000
