,0,1,2,3,4,5,6,7
0,Samples,Spiked (M),Determined a(M),Determined a(M),,,Recovery percent,
1,,,Aptasensor,,HPLC,,Aptasensor,HPLC
2,Fish,1.0 x 10-6,(1.02  0.078)10-6,(1.02  0.078)10-6,(0.99  0.081) 10-6,(0.99  0.081) 10-6,102.0,99.0
3,,1.0  10-8,(0.963  0.089)10-8,(0.963  0.089)10-8,1.01,0.068x10-8,96.3,101.0
4,,1.0  10-10,0.06210-10,0.06210-10,,,92.7,97.1
5,Chicken,1.0  10-6,(0.974  0.057)10-6,(0.974  0.057)10-6,(0.957  0.068)10-6,(0.957  0.068)10-6,97.4,95.7
6,,1.0  10-8,0.945,0.066)10-8,(0.945,0.066x10-8,94.5,94.5
7,,1.0 x 10-10,0.928,0.081)x10-10,,,92.8,94.3
8,Beef,1.0 10-6,0.957,0.065)10-6,(0.982  0.073)10-6,(0.982  0.073)10-6,95.7,98.2
9,,1.0  10-8,(1.03  0.093)10-8,(1.03  0.093)10-8,(0.958  0.084)10-8,(0.958  0.084)10-8,103.0,95.8
10,,1.0  10-10,(0.926  0.081)10-10,(0.926  0.081)10-10,(0.931  0.084)10-10,(0.931  0.084)10-10,92.6,93.1
