,0,1,2,3
0,,Number of,Total CLAb,"c-9,t-11c"
1,Foodstuffa,samples,(mg/g fat),(%)
2,Formula{soy protein},3,0.70.05,n.d.d
3,Formula (milk protein),3,0.30.02,n.d.
4,Veal (strained),2,6.80.11,78
5,Ham (strained),3,1.3  0.07,68
6,Chicken (strained),2,0.7  0.06,73
7,Beef (strained),2,6.80.15,74
8,Egg yolks (strained),2,0.60.04,71
9,Lamb (strained),2,8.80.51,81
10,Turkey (strained),2,1.80.11,62
11,Vegetable turkey,,,
12,{strained),2,1.10.13,61
13,Beef egg noodle,,,
14,(strained),2,4.10.03,82
15,Chicken stick,2,0.60.12,63
16,Turkey stick,2,1.80.10,69
17,Meat stick,2,3.7  0.15,83
18,Mixed cereal (strained),2,0.20.03,n.d.
