,0,1,2,3,4,5,6
0,,,Frying time,Frying time,(seconds),,Fat
1,Food,Parameterl,,,,,change
2,,,0,10,30,70,change
3,Plant foods,,,,,,
4,"Banana, Cavendish,",W,77.0a,72.1b,67.4b,58.gc,
5,peeled,WWF,0.8a,4.6b,7.1c,11.2d,+10.4
6,,DWF,3.4a,16.5b,21.yb,27.4b,+24.0
7,"Bread, commercial,",W,43.3a,39.4b,28.1c,23.6d,
8,"white,",WWF,2.9a,33.b,38.7c,46.5d,+43.6
9,crumb only,DWF,4.6a,55.sb,53.gb,60.9,+56.3
10,"Eggplant,",W,92.7a,50.2b,38.6d,44.4c,
11,peeled,WWF,0.2a,44.6b,56.4c,49.gd,+49.6
12,,DWF,3.3a,59.qb,91.9c,89.6bc,+86.3
13,"Mushroom,",W,92.0a,69.gb,52.6c,50.7,
14,peeled,WWF,0.3a,21.5b,38.4c,38.0,+37.7
15,,DWF,3.0a,71.3b,81.2,77.0bc,+74.0
16,"onion,",W,88.6a,81.ob,79.0b,71.1c,
17,peeled,WWF,0.3a,6.7b,8.2b,10.7c,+10.4
18,,DWF,2.4a,35.ob,38.8b,36.gb,+34.5
19,"Pineapple,",W,90.1,84.1b,81.gb,77.7c,
20,flesh only,WWF,0.3a,5.3b,7.30,9.7d,+9.4
21,,DWE,2.3a,33.3b,40.2c,45.5c,+43.2
22,"Potato,",W,84.1,80.4b,70.2c,58.5d,
23,peeled,WWF,0.1a,2.6ab,4.6b,8.1C,+8.0
24,,DWF,0.7a,13.oab,15.2b,19.4b,+18.7
25,"Tomato,",W,93.ga,90.4b,87.5c,80.2d,
26,peeled,WWF,0.3a,3.gb,5.8c,10.gd,+10.6
27,,DWF,4.1a,40.6b,46.4c,54.gd,+50.8
28,Animal foods,,,,,,
29,"Beef, rump steak",W,74.2a,71.1b,63.0c,55.d,
30,lean only,WWF,1.9a,3.gb,6.3,6.6c,+4.7
31,,DWF,7.6a,13.2b,16.9c,14.gbc,+7.2
32,Bream (white fish).,W,77.7a,75.gb,71.4c,66.3,
33,skinned,WWE,1.2a,4.gb,5.8c,9.0d,+7.8
34,,DWF,5.02,20.2b,20.1b,26.8,+21.8
35,"Chicken, skinned",W,74.1a,70.6b,62.0c,53.g,
36,dark meat,WWE,4.7a,10.1a,9.1a,12.6a,+4.9n.
37,,DWE,18.22,34.4a,23.9a,27.3a,+9.1n.
