,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,ood,Waterb,,Sodium,,,Potassium,,Calcium,,Phosphorus,,Magnesium,Magnesium
1,ood,(%,Median Meansd(n),Median Meansd(n),Median Meansd(n),,Median Mean*sd(n),,Nedian Meansd(n,,Hedian Meansd(n),,Median Meansd(n),Median Meansd(n)
2,fegetables w/,,,18,,,,12,,29,,8.6,,8.32.428)
3,beef,86.3,12,18,2128,104,1012328,12,3(27,29,527,8.6,8.32.428),8.32.428)
4,legetables w/,,,,,,1011928,14,14t,29,29,9.6,9.0,2.028
5,bacon/han,88.0,38,38,22(28,105,1011928,14,3(27),29,27,9.6,9.0,2.028
6,lagetablos w/,,,,,,,,23+,32,,7.1,,
7,chicken/turkey,87.5,13,19,21(28,68,73+1528,24,9(27,32,527,7.1,7.1,1.328
8,and macaroni,86.4,14,17,(28),103,982228,17,4(27,32,527,9.1,8.5,2.028
9,noodles,87.2,14,17,1528,73,75+1728,31,6(27,36,4(27),8.2,8.1,1.428
10,,87.9,15,15,5(28,81,781628,24,231027,34,4(27,7.2,7.1,1.220
11,Strained/iunior dessert,Strained/iunior dessert,,,,,,,,,,,,
12,Pudding/custard,,,,7(28,,751728,,,,,,,
13,,80.5,22,21,7(28,72,751728,45,431327,46,411027,6.1,6.11.728,6.11.728
