,0,1,2,3,4,5,6
0,Nutrient,Traditional FBMpa,Traditional FBMpa,Enhanced FBMpb,Enhanced FBMpb,NSMP/ANSMP,
1,,n=169,,n=50,,n=12,
2,,Mean (SD),,Mean (SD),,Mean (SD),
3,Energy (kJ),3231.8d,(487.8),3466.3,(678.7),3531.1,(383.5)
4,Protein (g),34.9,(7.6),34.8,(8.3),39.6,(5.0)
5,Calcium (mg),518.6,(114.8),542.0,(128.7),540.2,(36.2)
6,Iron (mg),5.4,(1.5),6.0,(1.7),7.4,(3.1)
7,Vitamin A (RE),545.4,(260.3),573.4,(306.8),929.5,(455.8)
8,Vitamin C (mg),30.0,(17.1),34.2,(16.4),38.0,(6.0)
9,Total fat (% Energy),34.3,(4.2),33.2,(4.0),30.1,(2.8)
10,Saturated fat (% Energy),12.6,(2.3),12.4,(2.6),9.7,(2.1)
11,Cholesterol (mg),88.4,(63.7),79.0,(29.3),98.0,(18.1)
12,Sodium (mg),1478.9,(450.7),1543.3,(629.6),1541.3,(407.8)
13,Fiber (g),7.8,(2.4),8.8,(3.3),8.5,(1.9)
