,0,1,2,3,4,5,6
0,Pesticides,PQR,NRR,CF,,LJF,CFS
1,Azinphos-ethyl,67.8 (5.7),68.1 (6.4),67.3 (9.0),67.3 (9.0),73.4 (9.0),75.8 (6.6)
2,,81.1 (8.0),108.2 (6.0),85.2 (8.7),85.2 (8.7),151 (6.9,203.5 (5.0)
3,Bromophos,67.6 (7.1),70.8 (6.9),69.9 (5.4),69.9 (5.4),70.4 (9.9),66.6 (6.6)
4,,90.3 (7.0),96.8 (8.5),88.8(5.5,88.8(5.5,108.4 (10.4),118.3 (6.2)
5,Chlorfenvinphos,73.2 (7.9),75.7 (12.0,70.5 (6.1),70.5 (6.1),77.1 (10.3),72.8 (5.0)
6,,97.8 (6.9),100.9 (12.4),82.6 (6.7),82.6 (6.7),103.9 (9.1),119.7 (4.9)
7,Chlorpyrifos,68.7 (3.4),70.3 (0.7),66.2 (7.2),66.2 (7.2),80.7 (14.1),82.8 (8.2)
8,,78.2 (12.7),76.8 (5.6),63.3 (9),63.3 (9),32.6 (19.8),85.0 (7.2)
9,Chlorpyrifos-methyl,71.7 (2.9),72.8 (7.4),92.6 (3.1),92.6 (3.1),74.2 (13.1),71.3 (4.3)
10,,96.2 (4.4),97.3 (6.4),88.6 (2.8),88.6 (2.8),89.8 (6.3),88.5 (3.8)
11,Coumaphos,44.6 (6.4),42.2 (1.0),56.6 (12.3),56.6 (12.3),69.1 (4.3),65.6 (9.1)
12,,61.5 (4.4),74.5 (6.8),87.7 (10.8),87.7 (10.8),199.4 (3.3),206.9 (7.2)
13,Demeton-S-methyl,77 (7.7),73.1 (18.5),78.1 (8.2),78.1 (8.2),69.9 (13.3),70.4 (8.7)
14,,112 (6.1),95.2 (17.0),110.3 (7.9),110.3 (7.9),101.8 (10.4),107.4 (7.9)
15,Dichlorvos,87.0 (3.1),79.7 (15.7),80.3 (5.7),80.3 (5.7),78.8 (11.9),73.4 (7.4)
16,,112 (2.4),101.7(15.1),101.1 (5.6,101.1 (5.6,109.3 (9.8),104.5 (6.8)
17,Ditalimfos,78.9 (3.5),87.3 (4.3),95.7 (9.3),95.7 (9.3),82.7 (5.9),80.2 (5.9)
18,,94.6 (3.1),85.6 (4.7),62.1 (0.8),62.1 (0.8),58.9 (6.4),59.6 (6.8)
19,Fenitrothion,71.3 (9),80.2 (11.5),75.4 (12.1),75.4 (12.1),72.3 (15.9),70.6 (5.2)
20,,120.9 (4),112.4 (9.1),95.2 (11.2),95.2 (11.2),104.8 (7.2),118.1 (4.1)
21,Fosthiazate,79.2 (8.5),72.4(18.9,72.6 (7.2),72.6 (7.2),80.7 (12.2),70.1 (7.5
22,,105.2 (8.3),110.7(16.7),106.1(7.5,106.1(7.5,138.3 (10.3),169.3 (6.8)
23,Iprobenfos,78.1 (7.7),75.1 (0.7),75.2 (5.8),75.2 (5.8),74.5 (17.3),72.8 (4.3)
24,,97.0 (6.6),96.5 (13.1),80.0 (6.1),80.0 (6.1),83.0 (11),102.3 (4.4)
25,Isazofos,78.6 (2.0),88.2 (13),84.5 (2.8),84.5 (2.8),64.7 (14.5),93.1 (17.9)
26,,92.8 (1.8),79.3 (19.4),74.4 (3.7),74.4 (3.7),65(14.1,101.4 (15.8)
27,Isocarbophos,72.8 (6.9),77.3(13.6),74.4(5.4,74.4(5.4,71.3 (14.9),82.5 (13
28,,97.5 (6.7),97.3 (13.2),87.0 (5.5),87.0 (5.5),91.4 (13),117.3 (1.5)
29,Isofenphos-methyl,101.8 (8.9),73.5 (8.5),77.6 (4.6),77.6 (4.6),68.5 (10.5),107.6 (4.9)
30,,95.0 (11.7),89.8 (15.7),78.1 (6.0),78.1 (6.0),95.8 (9.9),115.5 (7.8)
31,Mecarbam,79.9 (7.4),70.8 (2.2),75.5 (2.5),75.5 (2.5),75.7 (12.0),69.9 (6.5)
32,,103.3 (6.7),105.6 (1.8),86.6 (2.8),86.6 (2.8),109.1 (9.8),118.8 (5.6)
33,Mephosfolan,81.6 (7.5),70.2 (15.4),,68 (8.2),74.4 (10.6),74.4 (4.9)
34,,105.8 (6.3),97.5(14.0),87.8 (8.7),87.8 (8.7),132.5 (8.6),168.1 (4.3)
35,Parathion,73.8 (9.4),84.7 (7.7),75.5 (5.2),75.5 (5.2),74.7 (10.2),71.5 (5.3)
36,,107.5 (8.9),110.7 (7.7),87.7 (5.7),87.7 (5.7),100.7 (5.9),112.2 (5.2)
37,Parathion-methyl,71.3 (9.0),78.6 (7.6),78.8 (3.6),78.8 (3.6),68.8 (11.8),72.9 (5.1)
38,,96.6 (7.4),99.4 (6.8),86.3 (3.7),86.3 (3.7),85.1 (9.6),96.1 (5.1)
39,Phosalone,63.1 (8.3),68.4 (6.1),65.9 (8.3),65.9 (8.3),67.2 (7.9),67.4 (5.6)
40,,77.5 (6.2),104.9 (14.3),83.6 (7.4),83.6 (7.4),149.5 (6.0),154.7 (5.8)
41,Phosfolan,73.8 (8.2),74.2 (7.9),66.1 (8.0),66.1 (8.0),78.2 (9.0),72.3 (6.6)
42,,102.6 (6.9),114.5 (12.7),77.7 (9.7),77.7 (9.7),135.8 (8.0),179.5 (5.6)
43,Piperophos,72.7 (6.6),73.5 (7.9),68.4 (6.6),68.4 (6.6),71.0 (9.9),72.2 (4.4)
44,,79 (5.9),1077 (0.6),85.0 (7.0),85.0 (7.0),122.3 (8.0),129.6 (4.2)
