,0,1,2,3,4,5,6
0,,L*,a*,b*,Hue,C*,Turbidity (NTU)
1,Fresh (F),13.0  2.6ab,20.2  3.6a,1.13  0.7c,3.04  1.5d,24.1  4.2ab,3692  32.5a
2,Mashed (M),15.4  2.0a,21.0  3.1a,3.49  1.2a,9.29  2.8d,26.3  3.4a,3353  206ab
3,Pressured (Pr),10.73.8b,13.2  0.7c,1.00  0.3c,4.32  1.4d,17.3  2.4c,2967  360c
4,Pasteurized (Past),12.5  1.6b,17.2  1.2b,2.35  0.3b,7.82  1.0d,21.4  1.1b,3717  314a
5,Enzymated (E,12.8  1.2ab,17.4  3.1b,1.90  0.7b,6.47  2.7d,21.7  3.1b,3128 652bc
6,Ultrafiltrated (UF),2.50  0.7cd,0.54  0.4d,-0.34 0.2e,321  24.6b,2.6  0.6de,0.26  0.1d
7,Clarified (C),4.87  2.2c,2.59  1.4d,0.53  0.6e,346  12.4a,5.7  2.4d,99.1  77d
8,Kieselghur filtered (KF),2.04  0.7d,0.40  0.3d,-0.56  0.3e,30019.0,2.19  0.7e,0.44  0.3d
9,Paper filtered (PF),2.38  0.gcd,0.26  0.1d,0.42  0.2e,3038.1,2.44  0.gde,0.22  0.1d
10,Concentrated,,,,,,
11,0. month,2.13  0.68b,1.55  0.70b,-0.48  0.28a,337.93  23.1a,2.73  0.gb,51.7  9.6 a
12,2. month,2.53  0.45ab,3.19  0.33a,-0.490.18a,351.23  2.88a,4.11 0.5a,58.3 12.6a
13,4. month,3.06  0.39a,2.77  0.51a,-0.31  0.16a,353.69  2.48a,4.16  0.4a,56.1 12.8a
14,6. month,3.02  0.62a,3.45  0.60a,0.48  0.27a,351.54  5.34a,4.63  0.8a,60.2  11.6 a
