,0,1,2,3,4,5,6
0,,"Concentration,XSDmg kg","Concentration,XSDmg kg",,,,
1,,Tomato Sauce,Tomato Sauce,,Tomato Extract,,
2,Analyte,,,,,,
3,,A,B,C,A,B,C
4,Ba,0.23 ,0.239 ,0.214,0.321,0.315,0.31
5,,0.02,0.008,0.007,0.004,0.007,0.02
6,Ca,817,15913,1096,1636,18212,203
7,,,,,,,13
8,Cd,<0.025,<0.025,0.51,<0.025,0.76,0.67
9,,,,0.05,,0.02,0.04
10,Cu,0.81,1.36,1.10,1.59,1.17,1.82
11,,0.01,0.03,0.01,0.02,0.06,0.06
12,Fe,6.03 ,5.64,40.4,121,251,422
13,,0.18,0.28,1.2,,,
14,K,2751,3088,2053,2675 ,3195,5337 
15,,50,213,34,136,54,328
16,Mg,1144,1236,613,26313,861,1409
17,Mn,1.12,1.13,1.34,1.72,1.45,2.61 
18,,0.04,0.08,0.05,0.09,0.05,0.09
19,Pb,0.93,0.108,0.85,1.72,0.43,1.06 
20,,0.07,0.006,0.05,0.04,0.02,0.04
21,Zn,1.07,0.40,0.241,1.19,1.08,2.20 
22,,0.09,0.04,0.007,0.11,0.04,0.03
