,0,1,2
0,lant material,Phenolic(s),Reference
1,White grape peels,"Flavanols,proanthocyanidins and hydroxycinnamates",Alonso et al.(2002)
2,Red grape peels,"Anthocyanins,flavanols, proanthocyanidins,flavonols",
3,,and hydroxycinnamates,Kammerer et al.2005
4,,,Bartolome et al.(2004
5,,,Amico et al.2004
6,rape seeds,"Gallic acid, proanthocyanidins and flavanols",Gonzalez-Paramas et al.(2004
7,,,Yilmaz and Toledo (2004)
8,,,Guendez et al. (2005)
9,Grape stems,"Flavanols,proanthocyanidins,flavonols and hydroxycinnamates",Alonso et al.(2002)
10,,,Souquet et al.2000
11,Olive tree leaves,"Oleuropein,flavones,flavonols,flavonol derivatives",Bouaziz and Sayadi (2005
12,,,Speroni et al.1998
13,Apples (red skinned),"Flavanols, proanthocyanidins,flavonols and hydroxycinnamates",Lu and Foo(2000)
14,,,Schieber et al.2003
15,,,Chinnici et al.2004
16,Onion (red skinned),"Flavonols, anthocyanins",Suh et al. (1999)
17,,,Gennaro et al.2002
18,,,Nuutila et al.2003
19,,,Furusawa et al.2003
20,Potato (brown skinned,Chlorogenic acid,Kanatt et al.2005)
21,Carob,"Gallic acid, gallotannins, proanthocyanidins, flavanols, flavonols",Kumazawa et al.2002)
22,,,Papagiannopoulos et al. (2004
