,0,1,2,3,4,5,6,7,8
0,Cultivar,Form,Average ferulic acidg/ga,Average ferulic acidg/ga,,,,,
1,,,NoPoKo,NoPK1,NoP2K2,N2PoKo,NPK1,N2P2K2,NP2K2
2,Bekes,Conjugated,5.65  1.89,9.01 0.35,9.70  1.4,5.73  1.45,7.76  0.93,9.47  7.01,9.25 1.19
3,,Bound,330.37 6.76,263.86 10.17,331.3619.78,389.2221.07,294.823.7,282.05  14.88,180.62 69.34
4,,Total,336.02  4.87,272.879.82,341.0616.96,394.46 21.29,301.28  6.46,291.537.87,189.8670.54
5,Csillag,Conjugated,8.99 0.27,2.991.14,11.694.25,8.046.51,7.235.52,9.96 1.28,11.583.76
6,,Bound,237.38  12.28,355.3119.0,354.60  24.88,269.01  4.43,223.75  21.94,264.52  5.51,310.95 38.26
7,,Total,246.37  11.99,358.3017.86,366.29  20.62,277.052.07,230.98  27.45,274.48  4.22,322.53  42.02
8,Petur,Conjugated,5.031.25,5.170.84,14.75 0.24,9.610.69,8.533.29,7.23  3.29,7.17  5.38
9,,Bound,306.4829.56,319.2234.0,291.345.18,274.7626.55,286.2969.49,292.234.79,314.27  23.75
10,,Total,311.5128.31,324.39  34.85,306.1  4.3,284.4 23.2,294.82  72.78,299.461.51,321.44  29.13
