,0,1,2,3,4,5,6,7,8,9,10
0,Flavanoid,Putrescine,"Storage duration, days","Storage duration, days",,,,,,,
1,100gFW,"treatments,mM",Harvest,20,40,60,80,100,120,140,Mean
2,Rutin,Control,,0.660.03,0.54,0.38,0.35,0.33,0.31,0.25,0.400.14
3,,,,a,0.02 b,0.03 g-0,0.02j-p, 0.02 l-p,0.01 nop,0.01 p,Ans
4,,0.4,,0.520.02,0.48,0.47,0.44,0.41 0.01,0.37,0.32,0.43
5,,,,bed,0.02 b-h,0.01 b-h,0.01b-k,d-n,0.01 g-0,0.01m-p,0.07A
6,,0.8,,0.530.04,0.49,0.47,0.43,0.40 0.02,0.37,0.31,0.43
7,,,,BCE,0.04b-f,0.03 b-i,0.02 b-l,e-o,0.02 g-0,0.02 nop,0.08A
8,,1.2,0.48,0.500.03,0.47,0.46,0.43,0.400.01,0.37,0.31,0.42
9,,,0.03b-,b-e,0.03b-h,0.01b-j,0.01 b-m,e-o,0.01 h-o,0.01 nop,0.07A
10,,,8**,,,,,,,,
11,,1.6,,0.49  0.02,0.46,0.45,0.42,0.39,0.36,0.31,0.40
12,,,,b-f,0.01b-j,0.02 b-j,0.01c-n,0.01 f-o,0.01 i-p,0.02 nop,0.06 A
13,,2,,0.48  0.02,0.44,0.41,0.39,0.36 0.01,0.33,0.29,0.38
14,,,,b-h,0.01 b-k,0.01 d-n,0.01 e-0,i-p,0.01 k-p,0.01 op,0.06A
15,,Mean,,0.53,0.48,0.44,0.41,0.380.03,0.35,0.30,
16,,,,0.07A*,0.04AB,0.04BC,0.04 CD,DE,0.03E,0.03F,
17,Quercetin,Control,,0.58,0.57,0.52,0.51,0.43,0.41,0.38,0.49
18,,,,0.02f-m, 0.01 g-0, 0.02 i-q,0.01 j-q,0.02 m-q,0.02 opq,0.03 q,0.08C**
19,,0.4,,0.63 0.02,0.62,0.56,0.55,0.450.02,0.44,0.40,0.52
20,,,,d-j,0.01 e-j,0.01 g-o,0.01 h-p,k-q,0.01 m-q,0.02 pq,0.09
21,,0.8,,0.67  0.02,0.67,0.61,0.59,0.480.02,0.48,0.43,0.560.10
22,,,,b-i,0.01c-i,0.01 e-j,0.01 f-l,j-q,0.01 j-q,0.01 n-q,BC
23,,1.2,0.85,0.69  0.03,0.67,0.62,0.60,0.490.04,0.48,0.44,0.57  0.10
24,,,0.04,b-h,0.03 b-i,0.03 d-j,0.03 f-k,j-q,0.02 j-q,0.04 1-q,BC
25,,,a**,,,,,,,,
26,,1.6,,0.77  0.02,0.76,0.70,0.68,0.56,0.54,0.50,0.64  0.10
27,,,,a-d, 0.02 a-e,0.02b-h,0.02 b-i,0.01 g-0,0.01 h-p, 0.02 j-q,AB
28,,2,,0.82  0.04,0.80,0.73,0.71,0.59,0.57,0.56,0.68
29,,,,ab,0.05abc, 0.05 a-f,0.04 a-g, 0.03 f-1,0.04 g-n,0.04 g-o,0.11A
30,,Mean,,0.69,0.68,0.62,0.60,0.500.07,0.49,0.45,
31,,,,0.09A**,0.09 A,0.08A,0.08 A,B,0.06B,0.07 B,
32,Catechin,Control,,1.55,1.47,1.42,1.38,1.320.04,1.27,1.22,1.38
33,,,,0.05 g-n, 0.05 k-r,0.03 m-t,0.03 n-t,p-t,0.02 st,0.03 t,0.11C**
34,,0.4,,1.69,1.57,1.52,1.48,1.410.03,1.34,1.28,1.47
35,,,,0.03c-j,0.02 e-n,0.02i-o,0.02 k-q,n-t, 0.03 o-t,0.03 rst,0.14C
36,,0.8,,1.78  0.03,1.63,1.56,1.51,1.47  0.02,1.41,1.31,1.520.15
37,,,,b-e,0.02 d-l,0.04 f-n, 0.04 i-p,k-r,0.02n-t,0.04 q-t,BC
38,,1.2,2.03,1.870.04,1.75,1.69,1.64,1.57,1.50,1.44,1.630.14
39,,, 0.06,abc, 0.04 b-g,0.04c-j, 0.04 d-l,0.04 f-n, 0.04 i-q,0.051-s,AB
40,,,a**,,,,,,,,
41,,1.6,,1.88  0.03,1.75,1.70,1.65,1.56,1.49,1.43,1.63 0.15
42,,,,abc,0.02 b-f,0.03c-i,0.03 d-k,0.04 f-n,0.03 j-q,0.03m-s,AB
43,,2,,1.93  0.04,1.80,1.74,1.69,1.620.03,1.55,1.48,1.69
44,,,,ab,0.03bcd,0.04 b-h,0.04c-i,d-m,0.03 h-n,0.02 k-q,0.15A
45,,Mean,,1.78,1.66,1.60,1.56,1.490.11,1.42,1.36,
46,,,,0.14A**,0.12AB,0.12BC,0.12,CDE,0.11DE,0.11E,
