,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Sample no,BaA,,CHR+TP,5MC,BbF,BkF,,,,DhA,BgP,,,,DhP,15 PAHs,15PAHs/,PAH4,15PAHs/
1,,,,,,,,,,,,,,,,,,BaP,,PAH4
2,1,22.1,23.8,25.4,<0.3,10.1,11.8a,,14.6,8.5,2.2,6.4,<0.5,1.0,n.d.,n.d.,126,8.6,72.2,1.7
3,23,35.3,42.4,31.4,n.d.,11.9,8.8,9.1,19.3,11.7,1.8,8.3,<0.5,1.4,0.7,0.5,166,9.6,83.1,2.0
4,23,35.3,42.4,31.4,<0.3,13.3,9.7,18.7,19.3,11.6,1.9,8.6,n.d.,1.3,0.5,0.6,186,9.6,99.3,1.9
5,4,76.5,98.6,71.4,<0.3,23.9,18.7,18.7,36.9,20.6,3.1,19.0,n.d.,1.7,0.8,0.5,390,10.6,209,1.9
6,5,3.7,4.8,5.4,n.d.,1.1,0.6,0.8,2.3,0.7,<0.3,0.7,n.d.,n.d.,n.d.,n.d.,17.6,11.0,10.0,1.8
7,6,5.4,6.0,5.4,n.d.,1.6,0.9,1.2,2.3,1.1,<0.3,1.0,<0.5,<0.5,n.d.,n.d.,24.9,10.8,14.7,1.7
8,8,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
9,9,<0.3,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,<0.3,n.d,n.d.,<0.3,n.d.,n.d.,n.d.,n.d,,,,
10,9,0.6,<0.3,0.6,n.d.,<0.3,<0.3a,,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,1.2,,,
11,10,<0.3,0.3,0.3,n.d.,<0.3,<0.3a,,<0.3,<0.3,n.d.,<0.3,n.d.,n.d.,n.d.,n.d.,0.6,,,
12,11,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,,,,
13,12,n.d,n.d,n.d.,n.d.,n.d.,n.d.,n.d,n.d.,n.d.,n.d.,n.d,n.d.,n.d.,n.d.,n.d.,,,,
14,13,0.4,0.3,0.3,n.d.,<0.3,<0.3a,,<0.3,n.d,n.d.,n.d,n.d.,n.d.,n.d.,n.d.,1.0,,,
