,0,1,2,3,4,5,6
0,Food,Mean daily,Total,Total,Daily,Daily,Difference
1,,consumption,folate (g/100 g),folate (g/100 g),intake (g),intake (g),(ug)
2,,(g),(FCLs lit. data),(FCsIDA by SIDA),(DIBLs lit. data),(DIsIDA by SIDA),
3,"Spinach, fresh",0.5,78,92.4,0.36,0.43,+0.07
4,"Spinach, frozen",2.8,35,33,0.97,0.92,0.05
5,"Broccoli, fresh",,,,,,
6,cooked,1.5,48,18,0.73,0.27,0.46
7,"Carrots, fresh",2.9,12,14.2,0.35,0.42,+0.07
8,"Carrots, fresh",,,,,,
9,cooked,6.5,6,7.1,0.39,0.46,+0.07
10,"Orange, fresh",5.7,24,15.1,1.4,0.9,0.5
11,"Orange juice, made from concentrate",36.7,15,16.4,5.5,6.0,+0.5
12,Wheat bread,72.7,17,19.8,12.4,14.4,+2.0
13,Whole-meal bread,44.2,36,10.5,15.9,4.6,11.3
14,"Rice, white, cooked",5.7,4,4.6,0.2,0.3,+0.1
15,"Beef,cooked",10.4,3,1.2,0.31,0.12,0.19
16,"Calf's liver, cooked",0.06,247,550,0.14,0.32,+0.18
17,Sum,,,,,,9.51
