,0,1,2,3,4,5,6,7,8
0,,Bambara groundnut1,Cowpea2,Chickpea3,Wheat4,Rice4,FAO/WHO scoring pattern,FAO/WHO scoring pattern,
1,,,,,,,"% protein (FAO, 2013)5,a","% protein (FAO, 2013)5,a",
2,,,,,,,Infants,Children,Adolescents
3,Histidine,0.59-4.09,2.58 -3.92,2.73 -3.23,1.80-2.00,2.20 -2.50,2.10,2.00,1.60
4,Leucine,1.33-10.22,4.37-10.61,2.46-8.73,6.30-6.80,8.10  8.60,9.60,6.60,6.10
5,Lysine,0.99-8.54,5.40-7.54,6.63 - 7.23,1.80-2.30,3.30  4.10,6.90,5.70,4.80
6,Threonine,0.61-5.22,3.01-5.05,2.65-4.08,2.40-3.20,3.70  4.10,4.40,3.10,2.50
7,Tryptophan,0.12-0.60,0.68  1.36,0.69-1.14,0.70-2.40,0.80  1.40,1.70,0.85,0.66
8,Valine,0.71-6.47,4.16-5.06,3.16 - 4.66,3.60-4.90,5.80  6.70,5.50,4.30,4.00
9,Arginine,1.20-8.25,4.48-8.52,8.09-8.95,2.80,6.40,n/a,n/a,n/a
10,Methionine,0.30-6.41,1.20-2.24,0.76 -1.44,1.20-1.40,1.70 -2.60,3.30b,2.70b,2.30b
11,Cysteine,0.12-2.41,0.47-0.53,0.54-3.30,1.80,1.60,,,
12,Aspartic acid,1.94-15.12,8.84 -16.92,10.66-11.31,4.20,8.80,n/a,n/a,n/a
13,Glutamic acid,3.21 -21.38,16.86-27.62,14.84 - 17.88,31.10,15.40,n/a,n/a,n/a
