,0,1,2,3,4,5
0,Nutritional Composition (per 100 g),Product type,2005-2006 (n = 93),2007-2008 (n=121),2009-2010 (n = 150),2011-2012 (n =211)
1,Energy (kJ),Standard,374 (123),323 (108),350 (112),374 (123)
2,,Greek,431 (156),290 (38),377 (85),376 (125)
3,,All,376 (125),321 (106),354 (109),376 (125)
4,Fat (g),Standard,1.4 (2.1),1.0 (1.2),1.3 (1.5),1.4 (2.1)
5,,Greek,6.5 (4.8),0.5 (1.0),1.2 (2.3),6.5 (4.8)
6,,All,1.6 (2.5),1.0 (1.2),1.3 (1.6),1.6 (2.5)
7,Saturated Fat (g),Standard,0.8 (1.4),0.5 (0.6),0.7 (1.0),0.8 (1.4)
8,,Greek,3.7 (2.8),0.5 (0.9),0.8 (1.6),3.7 (2.8)
9,,All,1.0 (1.6),0.5 (0.6),0.8 (1.1),1.0 (1.6)
10,Sodium (mg),Standard,59.0 (18.1),56.4 (14.6),57.1 (15.2),59.0 (18.1)
11,,Greek,63.0 (21.6),40.1 (5.8),39.4 (10.7),63.0 (21.6)
12,,All,59.2 (18.1),55.9 (14.6),54.9 (15.8),59.2 (18.1)
13,Carbohydrates (g),Standard,15.5 (5.4),6.7 (3.2),14.6 (5.1),15.5 (5.4)
14,,Greek,4.6 (0.7),6.7 (3.2),11.6 (3.4),4.6 (0.7)
15,,All,15.1 (5.7),13.2 (5.3),14.2 (5,15.1 (5.7)
16,Fiber (g),Standard,0.5 (0.8),0.6 (0.9),0.6 (1.0),0.5 (0.8)
17,,Greek,0.0 (0.0),0.6 (0.9),0.5 (0.9),0.0 (0.0)
18,,All,0.4 (0.8),0.6 (0.9),0.5 (0.9),0.4 (0.8)
19,Total sugars (g),Standard,12.7 (5.4),10.9 (4.9),11.7 (4.6),12.7 (5.4)
20,,Greek,4.5 (0.5),6.4 (2.9),10.7 (3.2),4.5 (0.5)
21,,All,12.4 (5.5),10.7 (4.9),11.6 (4.4),12.4 (5.5)
22,Protein (g),Standard,3.8 (0.7),3.9 (1.2),3.8 (1.3),3.8 (0.7)
23,,All,3.9 (0.9),4.1 (1.6),4.3 (1.9),3.9 (0.9)
