,0,1,2,3,4,5,6,7,8,9,10
0,Age groups/,,As,,Cd,,Pb,,Hg,,
1,Brands,N,Mean,1 scale,Mean,1 scale,Mean,1 scale,Mean,1 scale,Notea
2,,,(g/kg),,g/kg),,(g/kg),,(g/kg),,
3,Number 1,,,,,,,,,,
4,Brand 1,2,<LOQ,<0.000,1.067,0.005,8.171,0.035,0.332,0.001,4.30 g
5,Brand 2,2,<LOQ,<0.000,0.440,0.006,2.010,0.009,<LOQ,<0.000,4.50 g
6,Brand 3,2,110.11,0.496,1.372,0.006,11.310,0.051,<LOQ,<0.000,4.30 g
7,Brand 4,2,22.390,0.096,9.339,0.040,95.60,0.411,0.182,0.001,4.30 g
8,Brand 5,2,0.840,0.004,0.572,0.003,14.261,0.066,<LOQ,<0.000,4.60 g
9,Brand 6,2,124.534,0.573,0.397,0.002,16.200,0.075,0.240,0.001,4.60 g
10,Mean,,42.979,0.195,2.198,0.010,24.592,0.108,0.126,0.003,
11,Number 2,,,,,,,,,,
12,Brand 1,2,<LOQ,<0.000,2.736,0.012,4.231,0.019,<LOQ,<0.000,4.80 g
13,Brand 2,2,82.250,0.395,0.322,0.002,8.745,0.042,0.103,0.000,4.60 g
14,Brand 3,2,<0.000,<0.000,5.087,0.023,11.113,0.051,<LOQ,<0.000,4.50 g
15,Brand 4,2,22.544,0.101,9.243,0.042,104.05,0.468,0.132,0.001,4.50 g
16,Brand 5,2,0.223,<0.000,<LOQ,0.003,9.331,0.045,0.150,<0.000,4.90 g
17,Brand 6,2,0.223,0.001,0.665,0.003,130.747,0.641,0.150,0.001,4.90 g
18,Mean,,17.503,0.083,3.013,0.014,44.699,0.211,0.064,0.000,
19,Number 3,,<LOQ,,,,,0.024,<LOQ,,4.00 g
20,Brand 1,2,<LOQ,<0.000,3.394,0.014,5.900,0.024,<LOQ,0.000,4.00 g
21,Brand 2,2,<LOQ,<0.000,0.210,0.001,6.170,0.030,<LOQ,0.000,4.80 g
22,Brand 3,2,<LOQ,<0.000,2.722,0.013,8.092,0.040,<LOQ,0.000,4.60 g
23,Brand 4,2,<LOQ,0.007,1.194,0.005,8.543,0.039,<LOQ,0.001,4.95 g
24,Brand 5,2,<LOQ,<0.000,<LOQ,<0.000,10.732,0.053,<LOQ,<0.000,4.95 g
25,Brand 6,2,4.230,0.020,0.307,0.001,2.321,0.011,0.649,0.003,4.80 g
26,Mean,,0.963,0.005,1.305,0.006,6.960,0.033,0.140,0.001,
