,0,1,2,3,4,5,6,7
0,,,OFL,CIP,ENR,SAR,DIF,FLU
1,"MRLc,gkg-1",,-,100,100,-,-,50
2,cLC-DAD,,,,,,,
3,",nm",,300,283,283,283,283,250
4,"Linearity range, g kg-",,110-275,82-275,110-275,110-275,22-275,22275
5,Correlation coefficient(n=10),,0.9990,0.9990,0.9990,0.9920,0.9920,0.9960
6,"LOD, g kg-1",,30,25,30,30,6,6
7,LOQ jg kg-1,,110,85,110,110,22,22
8,PrecisionaRSD%,Intraday(n=4),6,8,6,5,5,3
9,,Interdayn=12,9,16,8,5,6,14
10,cLC-MS,,,,,,,
11,m/z,,362,332,20-275,30-275,400,262
12,"Linearity range, g kg-1",,20-275,20-275,20-275,30-275,30-275,10-275
13,Correlation coefficient(n=10,,0.9906,0.9970,0.9910,0.9949,0.9908,0.9908
14,"LOD, g kg-1",,6,3,6,6,6,2.4
15,LOQ jg kg-1,,20,10,20,20,20,8
16,"Precisionb (RSD, %)",Intradayn=4),2.5,5.3,5.0,3.7,0.98,3.3
17,,Interday (n=12,10,7.7,5.5,4,4.5,4.0
18,CC.(g kg-1,,18,7,9,14,10,12
19,CC.g kg-1,,24,16,22,18,23,16
