,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,No.b,Se.c,"Component""",aroma attributese,RI,FD factor,,,,,,,,,,,,
1,,,,,,GS1,GS2,GS3,GS4,GS5,GS6,MS1,MS2,MS3,MS4,MS5,MS6,Identificationh
2,1,112,trimethylamine,fishy,698,1,1,2,0,0,2,2,2,2,2,1,2,MS/RI/O
3,2,109,2-methylfuran,ethereal acetone,808,2,0,0,4,0,2,4,2,2,2,1,2,MS/RI/O
4,3,69,acetone,floral,831,8,1,2,0,2,4,4,4,1,2,2,24,MS/RI/O
5,4,8,1-hexanol,floral,831,8,4,2,8,2,16,2,2,1,2,2,24,MS/RI/O
6,5,25,3-methylbutanal,malt,862,8,4,16,8,4,4,,0,4,4,4,4,MS/RI/O/STD
7,6,60,ethyl acetate,pineapple,889,4,16,4,4,2,4,4,2,2,2,4,8,MS/RI/O/STD
8,7,26,pentanal,almond,930,32,16,32,16,16,32,16,128,8,8,32,64,MS/RI/O/STD
9,8,71,"2,3-butanedione",buttery,945,22,0,8,1,1,2,2,2,1,4,2,4,MS/RI/0/STD
10,10,72,1-penten-3-one,pungent,1035,22,1,2,2,2,2,8,8,2,1,2,2,MS/RI/0
11,10,73,"2,3-pentanedione",creamy,1035,2,1,1,1,1,1,2,8,2,2,2,8,MS/RI/0/STD
12,11,111,dimethyl disulfide,onion,1050,0,2,2,0,2,0,8,256,.4,0,16,0,MS/RI/O/STD
13,12,28,hexanal,fruity,1051,256,2,128,2,128,256,64,256,128,64,128,256,MS/RI/O/STD
14,13,28,E-2-pentenal,fruity,1111,16,2,8,2,2,4,8,16,0,2,8,16,MS/RI/O/STD
15,14,29,heptanal,fat,1154,16,16,16,16,16,16,8,64,2,2,8,64,MS/RI/0/STD
16,15,113,2-pentyl-Furan,green,1175,16,2,16,8,8,2,2,4,2,,1,4,MS/RI/O/STD
17,16,31,(E) 2-hexenal,apple,1184,4,1,2,1,1,2,0,16,0,0,16,16,MS/RI/O/STD
18,17,30,E-2-heptenal,fat,1190,64,16,32,32,8,32,8,128,32,8,8,128,MS/RI/0/STD
19,19,32,octanal,fat,1194,32,32,32,16,32,32,,128,32,8,16,64,MS/RI/O/STD
20,20,94,2-heptanone,soap,1194,2,4,2,2,0,0,2,128,2,4,0,4,MS/RI/0
21,20,94,hexanoic acid,sweat,1199,2,4,4,2,2,0,2,2,2,4,1,4,MS/RI/0
22,21,11,1-Pentanol,balsamic,1253,22,2,2,1,2,1,1,16,8,2,2,16,MS/RI/O/STD
23,23,78,3-hydroxy-2-butanone,creamy,1297,4,0,4,0,2,4,4,2,4,0,8,8,MS/RI/O
24,24,78,1-hydroxy-2-Propanone,caramel,1297,4,0,4,2,0,4,4,4,2,0,2,1,MS/RI/O
25,24,76,1-hepten-3-one,metal,1298,8,2,2,2,0,1,2,1,0,1,2,1,MS/RI/O
26,25,33,(E)2-octenal,nut,1351,32,32,32,16,32,64,16,128,32,16,16,128,MS/RI/O/STD
27,27,34,nonanal,fat,1351,4,4,32,16,32,64,32,128,16,32,32,128,MS/RI/O/STD
28,27,77,1-octen-3-one,mushroom,1358,4,4,16,16,32,32,32,32,64,16,16,32,MS/RI/O/STD
29,28,35,"E,E2,4-hexadienal",floral,1367,16,8,8,16,8,8,16,16,0,16,16,16,MS/RI/O
30,29,91,1-heptanol,hot milk,1402,4,4,2,4,2,8,2,2,4,2,2,4,MS/RI/O
31,30,12,1-heptanol,musty,1424,16,8,8,4,8,16,1,8,1,2,2,8,MS/RI/O
32,31,54,formic acid heptyl ester,cucumber,1431,4,1,1,2,0,2,1,4,2,2,1,8,MS/RI/O
33,33,81,furfural,bread,1435,8,2,2,2,0,0,4,32,8,8,8,8,MS/RI/O
34,33,96,3-octen-2-one,nut,1444,8,2,4,8,4,0,4,8,8,8,8,8,MS/RI/O
35,34,96,acetic acid,sour,1459,16,8,8,8,2,32,32,32,8,16,16,16,MS/RI/O/STD
36,35,36,"(E,E) 2,4-heptadienal",nut,1459,32,8,16,16,8,16,8,128,8,32,8,128,MS/RI/O/STD
37,36,13,1-octen-3-ol,mushroom,1460,4,4,2,4,8,4,8,32,16,8,8,16,MS/RI/O/STD
38,37,39, decanal,soap,1465,0,4,8,8,4,16,8,32,16,16,32,32,MS/RI/O/STD
39,38,15,2-ethyl-1-hexanol,floral,1465,0,4,0,2,2,0,1,2,4,4,2,1,MS/RI/O
40,39,93,dihydroxyacetone,green,1468,0,0,8,4,0,2,16,4,8,4,2,1,MS/RI/O/STD
41,40,83,1-(2-furanyl)-ethanone,cocoa,1486,0,0,0,2,0,2,0,4,4,4,8,8,MS/RI/O
42,41,37,(E)- 2-nonenal,cucumber,1526,2,8,8,2,0,0,8,16,2,16,8,8,MS/RI/O/STD
43,42,18,1-octanol,burnt,1526,8,8,2,2,2,8,8,8,16,2,4,16,MS/RI/O
44,43,40,benzaldehyde,almond,1579,16,8,16,8,8,32,8,32,16,16,16,32,MS/RI/O/STD
45,44,85,2-undecanone, fresh orange,1579,1,1,,,2,1,2,2,0,2,2,1,MS/RI/O
46,45,92,"(E,E) 3,5-octadien-2-one","mushroom, fruit",1678,8,4,2,0,16,8,16,32,64,16,16,32,MS/RI/O/STD
47,46,43,E-2-decenal,fat,1680,32,16,16,8,8,64,4,64,0,16,2,64,MS/RI/O/STD
48,47,17,2-furanmethanol,burnt,1700,32,16,32,64,32,128,128,128,16,32,32,32,MS/RI/O/STD
49,48,41,"(E,E2,6-nonadienal",cucumber,1728,8,0,16,,8,16,16,16,0,16,16,16,MS/RI/0/STD
50,49,48,2-undecenal,sweet,1728,8,4,4,2,4,16,8,32,0,8,2,16,MS/RI/O/STD
51,50,45,"(E,E)-2,4-nonadienal",wax,1745,8,4,8,2,2,16,1,16,0,2,8,8,MS/RI/O/STD
52,51,88,2(5 H)-furanone,buttery,1745,4,0,4,22,0,2,4,4,8,16,0,16,MS/RI/0/STD
53,52,80,2-hydroxy-2-cyclopenten-1-one,caramel,1765,2,0,8,22,0,8,8,8,1,0,2,1,MS/RI/O
