,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Teas,Black,,,,,,Green,,,,,
1,Compound,Mean,S.D.,Median Range,Median Range,N,Ref,Mean,S.D.,Median Range,Median Range,N,Ref
2,Flavan-3-ols,,,,,,,,,,,,
3,Catechin,167,105,130,35-480,41,1-4,24,17,20,0-80,30,"2,8"
4,Epicatechin,316,262,212,60-1100,44,1-6,793,411,696,190-2000,50,"2,5,6,8,9"
5,Epicatechin 3-gallate,923,480,791,280-2380,44,1-6,1755 1056,1755 1056,1600,328-4630,50,"2,5,6,8,9"
6,Epigallocatechin,1257,850,1110,29-3870,44,1-6,1712 1466,1712 1466,940,100-5440,50,"2,5,6,8,9"
7,Epigallocatechin 3-gallate,1393,1098,1085,140-5090,44,1-6,8975 5923,8975 5923,9435,1182-18 810 50,1182-18 810 50,"2,5,6,8,9"
8,Gallocatechin,126,90,89,56-278,8,4,,,,,,
9,Gallocatechin 3-gallate,,,,,,,316,234,240,160-1380,28,8
10,Total catechins by sum of means,4182,,,,,,13 575,,,,,
11,Total catechinsa,3937 2139,3937 2139,4000,1019-12480,39,"2,3,4,7",15667 4884 16290,15667 4884 16290,15667 4884 16290,7820-24 110 38,7820-24 110 38,"2,8,9"
12,Theaflavin,162,98,148,40-527,38,"3,10,11",,,,,No data,
13,Theaflavin 3-gallate,105,81,93,7-260,28,"10,11",,,,,No data,
14,Theaflavin 3'-gallate,178 1005,178 1005,166,13-413,28,"10,11",,,,,No data,
15,"Theaflavin 3,3'-digallate",144,123,97,7-496,38,"3,10,11",,,,,No data,
16,Total theaflavins by sum of means,589,,,,,,,,,,No data,
17,Total theaflavinsa,568,364,462,67-1448,38,"3,10,11",,,,,,
18,The arubigins,12490 2471,12490 2471,12945,4530-16933 20,4530-16933 20,"12,13,14",,,,,No data,
19,Total flavan-3-ols,17 262,,,,,,13 576,,,,,
20,Flavonols,,,,,,,,,,,,
21,Kaempferol,132,47,133,44-213,30,"15,16,17",130,34,149,91-150,3,"15,18"
22,Myricetin,25,21,25,0-80,30,"15,16,17",101,43,120,52-131,3,"15,18"
23,Quercetin,210,76,213,89-416,30,"15,16,17",175,48,156,140-230,3,"15,18"
24,Total flavonols,367,,,,,,406,,,,,
25,Flavones,,,,,16,,,,,,,
26,Apigenin,54,19,53,2191,16,19,77,73,77,25128,2,19
27,Luteolin,5,2,5,3-9,16,19,8,9,8,2-14,2,19
28,Total flavones,59,,,,,,85,,,,,
29,Total Flavonoids,17687,,,,,,14066,,,,,
