,0,1,2,3
0,English name,Original name,Comments,LanguaL codea
1,Whole milk,Nymjolk,Fat 4g/100g,A0780 B1201 C0235 E0123
2,Cream,Rjomi,Fat 36g/100g,A0782 B1201 CO161 E0139
3,Skimmed milk,Undanrenna,Fat 0.8g/100g,A0780 B1201 CO235 E0123
4,"Skyr,industrial",Skyr,Semisolid yoghurt-like cheese.Fat 0.3 g/100 g,A0786 B1201 C0245 E0119
5,"Skyr whey,industrial",Skyrmysa,Fat 0.3 g/100g.,A0783 B1201 CO244 E0109
6,"Skyr, traditional","Skyr, hefobundio",Semisolid yoghurt-like cheese.Fat 0.3 g/100 g,A0786 B1201 CO245 E0119
7,"Skyr whey, traditional","Skyrmysa, hefobundin",Fat 0.3 g/100 g.,A0783 B1201 C0244 E0109
8,CheeseGouda,"Ostur, Gouda",Fat 26 g/100 g,A0785 B1201 CO245 E0151
9,Cheese whey,Ostamysa,Fat 0.3 g/100g.,A0783 B1201 C0244 E0109
10,Cheese spread from whey,Mysingur,Fat 8g/100g.,A0786 B1201 C0244 E0119
11,Lamb leg,Lambaleri,"Defatted,fat about 6 g/100 g.",A0794 B1669 CO266 EO150
12,"Beef,minced",Nautgripahakk,Fat 6-16g/100g,A0794 B1161 C0270 E0117
