,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,,Sample,Sample,,,,,,,,,,,,,,
1,,1,,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2,Sample,,,,,,,,,,,,,,,,
3,1,,0.00,,,,,,,,,,,,,,
4,2,,1.94,0.00,,,,,,,,,,,,,
5,3,,3.33,3.97,0.00,,,,,,,,,,,,
6,4,,3.68,4.41,0.62,0.00,,,,,,,,,,,
7,5,,2.84,3.67,2.10,2.33,0.00,,,,,,,,,,
8,6,,2.41,4.29,3.67,3.91,1.78,0.00,,,,,,,,,
9,7,,6.97,9.23,5.39,5.67,5.67,6.56,0.00,,,,,,,,
10,8,,6.61,7.98,4.91,5.00,5.13,5.98,1.52,0.00,,,,,,,
11,9,,7.00,9.32,5.54,5.84,5.80,6.46,0.54,1.70,0.00,,,,,,
12,10,,7.28,9.56,5.38,5.38,5.32,6.39,2.59,2.37,2.61,0.00,,,,,
13,11,,3.39,4.58,4.10,4.27,3.08,2.42,5.74,4.77,5.64,5.35,0.00,,,,
14,12,,4.09,5.17,3.56,3.57,2.63,2.83,6.65,5.72,6.70,6.14,3.50,0.00,,,
15,13,,2.32,2.99,2.38,2.65,1.99,1.44,4.61,4.51,4.57,4.57,2.51,1.88,0.00,,
16,14,25.01,25.01,31.18,28.97,30.10,26.27,28.98,28.27,24.23,28.73,30.63,24.09,28.89,23.29,0.00,
17,15,,4.92,7.12,7.04,7.30,6.28,5.64,8.42,6.72,8.42,8.80,3.29,6.53,4.85,24.56,0.00
