,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Elements,Ca,,Cu,,Cr,Fe,K,Mg,Mn,Mo,P,Zn,Reference
1,Seed,,,,,,,,,,,,,
2,Quinoa,0.7,13,,ND,,6,3,9,17,1,7,,Nascimento et al.(2014)
3,,7,6,,ND,,6,4,7,17,ND,4,3,Stikic et al. (2012)
4,,2,ND,,ND,,2,3,ND,ND,ND,6,9,Bhargava et al. (2006)
5,,13,ND,,ND,,17,3,24,ND,ND,>,7,Konishi et al.(2004)
6,Chia,7,41,,ND,,10,3,21,33,ND,15,12,Jin et al. (2012)
7,,4,25,,ND,,5,1,8,23,1,ND,6,Rubio et al.(2018)
8,,912,4-43,,0.3,,711,3,1519,ND,411,ND,ND,Bresson et al. (2009)
9,,8-9,4047,,ND,,810,3,ND,ND,ND,1213,8-11,Barreto et al.(2016)
10,Flax,2,13,,ND,,3,1,7,8,1,ND,3,Rubio et al. (2018)
11,,0.92,1530,,0.30.5,,626,23,13-18,1727,ND,ND,5-9,Xing et al.(2014)
12,Hemp,0.20.9,11-17,,14-54,,56,23,11-16,1636,10-29,8-11,6-7,This study
