,0,1,2,3,4,5,6,7,8,9
0,Nutrient,Preschoolan=32.,Preschoolan=32.,Grades K-3bn=58.,Grades K-3bn=58.,Grades K-6n=23,Grades K-6n=23,Grades 4-12 n=82,Grades 712n=36,Grades 712n=36
1,,SMI standard (%),SMI standard (%),SMI standard (%),SMI standard (%),SMI standard (%),SMI standard (%),SMI standard (%),SMI Standard (%),SMI Standard (%)
2,Energy(kJ) 2165d,Energy(kJ) 2165d,(134),2650,(113),2780,(120,(105),3454,(109)
3,Protein (g),7,(437),9,(362),10,(348),(245),16,(248)
4,Calcium,267,(184),267,(184),286,(185),(148),400,(140)
5,(mg),,,,,,,,,
6,Iron (mg),3.3,(148),3.3,(148),3.5,(116),(138),4.5,(151)
7,Vitamin A,150,(327),200,(260),224,(294),(197),300,(230)
8,(RE),,,,,,,,,
9,Vitamin C,14,(184),15,(175,15,(236),(189),18,(222)
10,(mg),,,,,,,,,
11,Total fat,<30%,(113),<30%,(113),<30%,(108),(115),<30%,(111)
12,(% Energy),,,,,,,,,
13,Saturated,<10%,(126),<10%,(127),<10%,(118),(126),<10%,(117)
14,fat (%,,,,,,,,,
15,Energy),,,,,,,,,
