,0,1,2,3,4
0,,Se-enriched,Soybean,SeSs,Ss
1,,soybean,,,
2,Total selenium,259  20a,19.3  1.6c,79.3  6.6b,6.55  0.52d
3,g/kg),,,,
4,Inorganic,76.2  1.5a,5.37 0.11c,19.7  0.5b,1.43  0.03d
5,selenium(g/,,,,
6,kg),,,,
7,Organic selenium,183 19a,13.9  1.5c,59.6  6.1b,5.12  0.49d
8,g/kg),,,,
9,Protein (%),40.3 1.1a,39.0  1.1a,,
10,Total nitrogen (g/,,,1.64 0.05a,1.53 0.04b
11,100 mL,,,,
12,Formaldehyde,,,0.98  0.04a,0.90 0.03b
13,nitrogen (g/,,,,
14,100mL,,,,
15,Total titratable,,,1.650.05a,1.46 0.04b
16,acid,,,,
17,g/100 mL,,,,
