,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Observed,CHDFCDB Vs. CROFCDB,CHDFCDB Vs. CROFCDB,CHDFCDB VS. USDAFCDB,CHDFCDB VS. USDAFCDB,CHDFCDB Vs. DanishFCDB,CHDFCDB Vs. DanishFCDB,CROFCDB Vs. USDAFCDB,CROFCDB Vs. USDAFCDB,CROFCDE Vs. DanishFCDB,CROFCDE Vs. DanishFCDB,USDAFCDE VS.,USDAFCDE VS.
1,component,,,,,,,,,,,DanishFcDB,
2,,bias,D (%),bias,D (%),bias,D (%),bias,D %),bias,D (%),bias,D %)
3,Energy (kJ),258.1,3.5,489.4,6.5,300.2,-4.1,231.3,3.0,42.1,0.6,189.3,2.5
4,Protein (g),2.0,2.2,-12.8,-13.5,5.6,6.1,10.8,11.3,9.9,3.9,7.2,7.4
5,Total fat (g),5.7,8.1,0.4,0.2,4.2,6.4,-7.2,-10.3,9.9,-14.5,2.7,4.2
6,Carbohydrates,18.7,9.0,0.4,0.2,8.5,3.8,18.4,8.8,27.3,12.8,8.9,4.0
7,Calcium (mg),322.0,20.2*,503.6,29.8*,-127.4,8.5,181.6,9.8,-194.6,-11.7,376.2,21.5*
8,Calcium (mg),116.7,14.8,-34.2,4.0,114.6,14.6,150.9,18.8*,2.1,0.3,-148.8,-18.5
9,Magnesium,64.2,22.7*,63.2,18.3*,10.4,3.4,127.4,40.6*,53.8,19.4,73.6,21.6*
10,Phosphorus,1.0,0.1,43.6,2.9,8.8,0.6,42.6,2.8,9.8,0.7,52.4,3.5
11,Iron (mg),1.5,9.6,0.3,2.2,1.3,9.2,-1.8,-11.7,2.7,18.8*,-1.0,-7.1
12,Zinc (mg),4.2,53.4*,-5.0,39.8*,1.9,-17.1,9.2,88.5*,6.1,69.0,3.1,13.5
13,Copper (mg),0.1,12.0,-0.4,35.3*,0.2,22.1,0.3,23.6*,0.1,10.2,0.2,13.5
14,Vitamin B (mg),-0.1,10.6,0.2,14.8,0.2,17.2,0.1,4.2,0.1,6.7,0.0,2.5
15,Vitamin B2 (mg),0.0,2.1,0.3,17.9*,0.1,4.2,0.4,20.0*,0.1,6.2,0.3,-13.8
16,Vitamin B (mg),3.1,14.5,3.6,17.1*,4.4,20.2*,0.6,2.6,1.3,5.8,0.7,3.2
17,Vitamin B. (mg),-0.1,5.8,1.0,41.4*,-0.7,-31.9*,0.9,35.8*,0.6,26.2,0.3,9.9
18,Vitamin C (mg),38.2,17.9*,40.4,23.2*,51.8,23.5*,78.6,40.7*,13.6,5.7,92.2,46.1*
