,0,1,2,3,4,5,6
0,Sample,,,,PAEs(ug/kg),,
1,,DMP,DEP,DBP,BBP,DEHP,DNOP
2,Soybean oil 1,2.700.08,NDb,42.04.0,67.92.2,94.97.1,ND
3,Soybean oil 2,0.050.01,ND,4.250.31,74.53.2,76.65.2,ND
4,Soybean oil 3,ND,ND,3.330.23,69.41.3,82.46.2,ND
5,Soybean oil 4,1.190.10,ND,2.690.13,80.61.2,77.55.4,ND
6,Soybean oil 5,ND,ND,3.730.21,73.74.3,86.77.5,ND
7,Soybean oil 6,ND,ND,2.280.16,81.93.2,78.55.3,ND
8,Soybean oil 7,1.280.11,45.93.2,2.830.23,71.51.0,77.84.3,ND
9,Soybean oil 8,ND,46.33.0,97.67.1,68.05.1,32510,ND
10,Sunflower seed oil 1,0.260.01,ND,17.71.3,65.64.2,78.27.1,ND
11,Sunflower seed oil2,3.430.34,ND,8.070.76,86.02.1,99.78.3,ND
12,Sunflower seed oil-3,ND,ND,11.01.1,79.27.5,88.34.2,ND
13,Sunflower seed oil-4,0.910.09,ND,2.340.13,78.75.8,18010,ND
14,Sunflower seed oil-5,1.980.12,ND,5.060.44,71.16.3,76.42.4,ND
15,Sunflower seed oil-6,ND,ND,20.01.5,75.71.6,10110,ND
16,Sunflower seed oil-7,1.850.09,ND,2.820.14,74.53.2,78.65.3,23.36.4
17,Sunflower seed oil-8,ND,ND,4.840.37,79.74.2,79.44.2,ND
18,Sunflower seed oil-9,0.670.05,ND,8.290.48,74.78.1,71.06.6,ND
19,Rapeseed oil-1,ND,ND,1.830.15,ND,78.27.1,ND
20,Rapeseed oil-2,2.870.16,47.50.4,3.230.25,ND,14513,ND
21,Rapeseed oil-3,12.31.0,ND,5589,67.52.5,1039,ND
22,Rapeseed oil-4,0.840.06,ND,7.440.21,65.75.5,91.07.2,ND
23,Rapeseed oil-5,6.760.23,47.01.2,41.31.6,ND,11510,ND
24,Rapeseed oil-6,0.080.01,ND,9085,65.86.9,1386,ND
25,Corn oil-1,ND,ND,15.41.0,80.35.2,81.76.2,ND
26,Corn oil-2,1.640.13,ND,1.320.10,82.81.0,84.72.9,ND
27,Corn oil-3,ND,ND,10.50.9,90.44.9,80.34.3,ND
28,Corn oil-4,1.690.11,45.51.0,3.770.34,67.75.2,95.42.8,ND
29,Corn oil-5,2.930.21,ND,2.150.16,65.94.6,88.13.8,ND
30,Corn oil-6,ND,ND,1.890.13,65.52.8,92.94.8,ND
31,Corn oil-7,0.600.02,ND,17.11.1,66.36.9,95.76.8,ND
32,Corn oil-8,0.130.01,ND,1766,69.75.2,92.28.8,ND
33,Corn oil-9,ND,ND,4.330.35,90.98.5,85.34.4,ND
34,Corn oil-10,ND,ND,1.890.15,65.95.5,91.75.5,ND
35,Corn oil-11,1.310.10,ND,4.460.41,65.62.4,82.76.2,ND
