,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Equation in kJ,Afghanistan,Afghanistan,,Mozambique,Mozambique,,Bangladesh,Bangladesh,,Guatemala,Guatemala,
1,,GE,MW,Atwater,GE,MW,Atwater,GE,MW,Atwater,GE,MW,Atwater
2,CHOCDFJones,7414 7090,7414 7090,7017,8878,8390,8557,9356,9044,8993,9859,9147,9421
3,"CHOAVLDF,Jones,AOAC fibre energy",7414 NA,7414 NA,6891,8878,NA,8349,9356 NA,9356 NA,8887,9859,NA,9185
4,"CHOAVLDF, Jones, no fibre energy",7161,NA,6765,8461,NA,8140,9144 NA,9144 NA,8781,9387,NA,8949
5,"CHOAVLM, Jones, AOAC fibre energy",7325 NA,7325 NA,6802,NA,NA,8209,9144 NA,9144 NA,8675,9619 NA,9619 NA,8944
6,"CHOAVLM,Jones,NSP fibre energy",7313,NA,6796,8706 NA,8706 NA,8193,9047,NA,8627,9612,NA,8941
7,"CHOAVLM,Jones,no fibre energy",7072,NA,6676,8321 NA,8321 NA,8000,8932,NA,8569,9147 NA,9147 NA,8708
8,CHOCDFN 6.25,7421,7082,7009,8786 8330,8786 8330,8490,9358,9034,8984,9878 9167,9878 9167,9440
9,"CHOAVLDF,N  6.25,AOAC fibre energy",7419,NA,6881,8735 NA,8735 NA,8230,9379,NA,8900,9789,NA,9115
10,"CHOAVLDF,N  6.25,no fibre energy",7166 NA,7166 NA,6755,8318 NA,8318 NA,8022,9168,NA,8794,9317 NA,9317 NA,8879
11,"CHOAVLM,N  6.25,AOAC fibre energy",7378 NA,7378 NA,6840,8654 NA,8654 NA,8150,9180,NA,8701,9617 NA,9617 NA,8943
12,"CHOAVLM, N x 6.25,NSP fibre energy",7367 NA,7367 NA,6834,8623 NA,8623 NA,8134,9083,NA,8652,9611 NA,9611 NA,8940
13,"CHOAVLM, N  6.25, no fibre energy",7126 NA,7126 NA,6714,8238 NA,8238 NA,7941,8968,NA,8595,9145 NA,9145 NA,8707
14,"CHOCDF,sum AA",7410,7094,7021,8857 8404,8857 8404,8557,9352,9047,8996,9886,9183,9458
15,"CHOAVLDF, sum AA,AOAC fibre energy",7405,NA,6890,8802 NA,8802 NA,8293,9349,NA,8887,9797,NA,9133
16,"CHOAVLDF,sum AA,no fibre energy",7152,NA,6764,8386 NA,8386 NA,8085,9137,NA,8781,9325,NA,8896
17,"CHOAVLM, sum AA, AOAC fibre energy",7300,NA,6785,8668 NA,8668 NA,8159,9121,NA,8659,9584,NA,8920
18,"CHOAVLM,sum AA,NSP fibre energy",7288,NA,6779,8637 NA,8637 NA,8144,9025,NA,8611,9577,NA,8916
19,"CHOAVLM.sum AA,no fibre energy",7047,NA,6659,8252 NA,8252 NA,7951,8910 NA,8910 NA,8553,9112 NA,9112 NA,8684
