,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,Cultivar,Cultivation area,Crop year,Lipid,Fatty acid,Fatty acid,,,,,,,,,,,,,,
1,,,,,14:0,15:0,16:0,16:1,17:0,18:0,18:1,18:2,18:3,20:0,20:1,22:0,22:1,24:0,24:1,Other F.A
2,,,,% on dry basis,,,,,,Weight % of total acids,Weight % of total acids,Weight % of total acids,Weight % of total acids,,,,,,,
3,Kinuhikari,Shiga,2001,3.67,0.9,0.2,20,0.2,0.1,2.3,39.6,33.2,1.1,0.5,0.5,0.3,Nd,0.5,0.1,0.5
4,Hinohikari,Fukuoka,2001,3.23,0.7,0.1,21.3,0.2,0.1,1.9,38.3,34,1.2,0.6,0.5,0.3,Nd,0.4,0.1,0.3
5,Hinohikari,Kagoshima,2001,3.57,0.8,0.1,20.9,0.2,0.1,1.8,38.6,33.6,1.1,0.5,0.5,0.5,0.1,0.6,0.1,0.5
6,Hoshinoyume,Hokkaido,2002,3.34,0.7,0.1,25.2,0.1,0.1,1.8,31.1,37.5,1.6,0.4,0.4,0.2,0.1,0.4,0.1,0.2
7,Kirara397,Hokkaido,2002,3.21,0.8,0.1,28.6,0.1,0.1,2.1,32.8,32,1.2,0.5,0.5,0.3,0.1,0.5,0.1,0.2
8,Akitakomachi,Akita,2002,2.99,1.1,Nd,31.2,0.1,0.1,2.6,35.5,26.1,0.9,0.6,0.5,0.3,0.1,0.5,Nd,0.4
9,Hitomebore,Iwate,2002,3,1,0.1,29.5,0.2,0.1,2.5,33.7,29.7,1,0.6,0.5,0.3,0.1,0.5,Nd,0.2
10,Hitomebore,Miyagi,2002,2.76,0.9,0.1,26.7,0.2,0.1,2.2,34.6,32,1.1,0.5,0.5,0.3,0.1,0.5,0.1,0.1
11,Haenuki,Yamagata,2002,2.99,1.1,0.1,24.9,0.1,0.1,2.4,35.8,31.9,1.1,0.6,0.5,0.3,0.1,0.6,Nd,0.4
12,Dontokoi,Niigata,2002,3.91,0.8,0.1,22.7,0.2,0.1,2.4,37.4,33,1.1,0.6,0.5,0.2,0.1,0.4,0.1,0.3
13,Koshihikari,Niigata,2002,3.11,0.9,0.1,24.6,0.2,0.1,2.4,36.2,32.5,1.1,0.5,0.4,0.2,0.2,0.4,0.1,0.1
14,Koshihikari,Tochigi,2002,3.11,1,0.1,23.5,0.2,0.1,2.4,36.6,32.9,1.2,0.6,0.5,0.3,0.1,0.5,Nd,Nd
15,Koshihikari,Ibaraki,2002,3.23,0.9,Nd,23.2,0.2,0.1,2.4,37.2,32.7,1.1,0.6,0.5,0.2,0.2,0.4,0.1,0.2
16,Kinuhikari,Shiga,2002,3.77,0.9,0.1,22.6,0.2,0.1,2.3,39.5,31.2,0.9,0.6,0.5,0.3,0.1,0.5,Nd,0.2
17,Hinohikari,Fukuoka,2002,3.23,0.8,0.1,25,0.2,0.1,2.3,36.2,32.3,1,0.5,0.4,0.3,0.2,0.5,0.1,Nd
18,Hinohikari,Kagoshima,2002,3.22,0.8,0.1,22.9,0.2,0.1,2.2,39.8,31,1,0.5,0.5,0.2,0.1,0.4,Nd,0.2
