,0,1,2,3
0,,No.manufacturers,,No.total samples
1,Raw cured samples,,,
2,Whole cut:,,,
3,Ham,,5,10
4,Speck,,5,10
5,Baconrolled,,4,8
6,"Bacon,unrolled",,4,8
7,Coppa,,5,10
8,Bresaola(beef,,2,5
9,Ground products:,,,
10,Salami,,,
11,Brianza,,3,15
12,Cacciatore,,7,28
13,Fabriano,,5,10
14,Felino,,6,15
15,Milano,,6,15
16,Napoli,,6,12
17,Nostrano,,7,12
18,Ungherese,,7,14
19,Cooked cured samples,,,
20,Whole cut:,,,
21,Ham,,5,8
22,Ground products:,,,
23,Mortadella(Bologna),,5,9
24,Cotechino,,5,8
25,Zampone,,5,8
26,Wurstel,,4,16
