,0,1,2,3,4,5,6,7,8,9
0,,,Ironb,Ironb,,Calciumb,,,Zincb,
1,Ingrecient,Tatal,,Saluble,Total,Soluble,Soluble,Total,Total,Soluble
2,Control,20,1.0A,4.2+0.4A,8,7.2+0.5,7.2+0.5,14.0+0.6,14.0+0.6,1.5+0.2A
3,"Wnite wheat, Whole",14,1.3,2.5+0.28,187+,4.6+0.7A,4.6+0.7A,331.3,331.3,1.7+0.4AC
4,,,,,,,,,,
5,White Wheat DUGS,56,3.1,5.4+0.4C,600+230,50,17,105,+44,5.1+0.4
6,White Wheat bran,46,1.1,4.5+0.84,44,2.8+0.3,2.8+0.3,127,+28,1.9+0.2BC
7,"Barley,Whole",37,4.5,51.4C,47+1.1A,3.9+0.5,3.9+0.5,96,5.5A,1.4+0.2A
8,"Barley,BSG",27.4+,0.8,4.8+0.7AC,7.1,162.4B,162.4B,130,4.58,2.1+0.1B
9,Oat FiDer,520,37,2.9+0.68,2310+30,171.1B,171.1B,22,+1.3,1.9+0.2BC
10,Soy Fiber,20.2+,0.3A,4.3+0.6A,3000+100,4.7+0.8A,4.7+0.8A,41.2+0.8,41.2+0.8,1.6+0.3A
