,0,1,2,3,4,5
0,,Carotenoid micellarization (%),Carotenoid micellarization (%),,,
1,,Provitamin A carotenoids,,Non-provitamin A carotenoids,,
2,,-Carotene,-Cryptoxanthin,Lutein,Zeaxanthin,Lycopene
3,Organic,,,,,
4,Chicken and vegetable (A),9.72.6,27.1 5.3,42.8  1.8,62.25.6d,12.9 1.4
5,Chicken and vegetable (B),5.11.1c,13.04.0,32.5  6.3,45.93.4cd,22.7  4.4
6,Chicken and vegetable(C,17.23.3bd,46.2b,41.6 6.8,67.13.5bd,37.5 12.1
7,Berry-based dessert (D),2.01.5c,21.6b,52.08.1,90.72.0abc,15.48.9
8,Non-organic,,,,,
9,Chicken and vegetable (E),33.44.4ghi,71.78.5hi,83.710.8fghi,85.213.2ghi,29.84.5hi
10,Chicken and vegetable (F),32.24.1ghi,45.13.4hi,58.15.4e,59.6  6.9,40.14.8hi
11,Chicken and vegetable (G),17.5  2.6ef,41.13.0,39.8 2.8e,45.4  5.9e,31.72.4hi
12,Berry-based dessert (H),13.40.7ef,15.810.2ef,40.71.8e,47.4  4.3e,0.00.0efg
13,Berry-based dessert I,10.41.9ef,18.14.0ef,38.8  6.4e,45.44.2e,15.4b
