,0,1,2,3,4,5,6,7,8,9,10,11
0,Sample,Phenolic compound (mg/L),Phenolic compound (mg/L),,,,,,,,,
1,,1,2,3,4,5,6,7,8,9,10,11
2,Gallic acid,0.805,0.100,0.099,0.084,<LOD,<LOD,0.096,3.367,<LOD,0.092,<LOD
3,Protocatechuic acid,0.344,0.020,0.146,0.054,0.058,0.053,0.013,1.525,0.129,0.033,0.079
4,Gentisic acid,0.039,<LOD,<LOQ,0.022,<LOQ,0.017,0.014,0.191,0.024,0.022,0.109
5,Protocatechuicaldehyde,0.029,0.048,0.088,0.027,<LOQ,0.022,0.023,0.272,0.062,0.042,0.030
6,4-hydroxyphenylacetic acid,0.057,0.060,0.088,0.054,0.041,<LOQ,<LOQ,1.867,<LOQ,0.025,0.042
7,Vanillic acid,0.152,<LOQ,0.071,0.114,0.051,<LOQ,0.076,0.724,<LOQ,0.071,<LOD
8,Caffeic acid,0.087,0.081,0.060,<LOQ,0.028,<LOQ,0.029,2.998,0.031,<LOD,0.427
9,Syringic acid,0.038,0.088,0.057,<LOQ,0.035,0.030,0.029,2.443,0.089,0.072,<LOD
10,Vanillin,4.126,0.312,2.214,40.403,1.195,2.378,65.856,1.297,0.270,0.324,5.171
11,Ferulic acid,0.224,0.059,0.079,0.085,0.090,0.121,0.111,1.701,0.154,0.108,0.071
12,Ethylvanillin,0.075,0.063,0.084,0.028,0.039,0.065,0.034,0.332,0.036,<LOD,0.054
13,p-coumaric acid,2.335,0.097,0.073,0.057,0.112,0.107,0.175,0.273,0.083,0.022,0.028
14,Sample,Phenolic compound (mg/L),Phenolic compound (mg/L),Phenolic compound (mg/L),,,,,,,,
15,,12,13,14,15,16,17,18,19,20,21,22
16,Gallic acid,0.174,<LOD,0.472,0.570,0.026,0.087,0.032,0.316,0.206,0.009,0.395
17,Protocatechuic acid,0.346,0.242,0.600,0.084,0.475,0.389,0.450,0.051,0.070,0.153,1.089
18,Gentisic acid,<LOQ,0.015,<LOD,0.054,0.080,0.067,0.053,0.135,0.175,0.152,0.022
19,Protocatechuicaldehyde,<LOD,0.027,0.238,0.064,0.062,<LOQ,0.029,0.163,0.043,<LOD,<LOQ
20,4-Hydroxyphenylacetic acid,0.038,0.248,0.494,0.615,<LOQ,0.051,0.059,1.130,0.032,0.029,0.168
21,Vanillic acid,0.220,0.222,0.369,0.376,<LOQ,0.055,0.023,0.416,0.131,0.112,0.742
22,Caffeic acid,0.120,0.797,1.317,1.339,0.171,0.220,0.081,0.975,0.081,0.217,1.139
23,Syringic acid,0.209,0.066,0.271,0.040,0.025,0.016,0.081,1.532,0.081,<LOQ,0.197
24,Vanillin,1.088,1.548,0.868,1.167,<LOD,<LOD,0.570,0.242,0.480,<LOD,0.280
25,Ferulic acid,0.736,1.919,2.418,2.556,0.114,0.146,0.139,0.176,0.278,0.381,0.771
26,Ethylvanillin,0.059,0.091,1.496,0.985,0.032,0.042,0.041,0.081,0.057,0.056,0.092
27,p-Coumaric acid,0.106,0.110,0.109,0.059,0.080,0.109,0.085,0.643,0.773,0.091,0.081
