,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Sample/no.of sub-samples,1,2,3a,4,5,6,7,8,9,10,11,12,13,14,15
1,RS ref 1/10,78,302,2.0b,3.1,413,2.5,32,6.2,4.1,10,tr,4.0,1.8,859,2.6
2,RS ref 2/10,70,271,3.1b.,4.7,376,3.3,30,5.6,3.6,10,tr,3.8,2.0,783,2.2
3,RS ref 3/10,73,291,2.5b,4.9,401,4.2,29,6.0,3.8,11,tr,4.0,2.1,833,2.9
4,RS cp/10,70,307,1.7b,2.8,412,1.8b,37,4.8,4.6,12,1.0,4.7,2.2,861,2.6
5,RS org/8,71,315,1.9,3.2,430,1.6b,32,5.1,4.8,14,1.0,4.9,2.4,887,2.4
6,OO ref/9,tr,5.6,tr,2.7,133,5.0,19,1.0c,2.1,35,1.2,60,17,283,
7,OO ex virg/10,tr,5.9,tr,1.5,120,3.9,23,tre,1.6,31,tr,54,12,256,
8,Sun flower/10,1.2,34,6.8,28,206,5.1,11,9.9,15,64,15,15,40,451,
9,Corn/2,3.8,171,15,48,515,29,21,4.9,8.5,23,4.9,"17b,c",9.5,871,1.5
10,Coconut/9,tr,9.3,tr,12,45,1.1,19,6.0c,tr,13,tr,3.2,1.6,114,tr
11,Sesame/10,,100,3.1b,36,310,6.2,47,11,16,27,6.8,12,19,595,5.1
12,Linseed/8,2.4,105,2.3,35,206,2.5,59,4.8c,6.7,197,2.8,60,5.3,689,2.0
13,Camelina/6,27,117,1.6b,5.6c,300,2.5,37,6.2c,1.9,10,tr,1.0b,1.3,511,35
14,Wheat germ/6,8.5,969,51,21,2510,63,173,44,82,100,111,30,79,4240,2.6b
15,Walnut/1,tr,10,tr,1.5,166,3.0,9.4,2.4c,1.2,32,tr,2.1,5.4,234,
16,Frying fat A/1,9.1,62,4.6b,5.7,95,1.8b,2.4,3.5,1.1,4.3,tr,1.0,tr,191,1.2
17,Frying fat B/1,tr,14,6.9b,6.9,33,tr,1.0,1.1c,tr,3.5,tr,tr,tr,69,1.2
18,Frying fat C/1,39,186,3.9b,5.3,262,4.0,19,3.9,2.5,8.5,tr,3.2,1.5b,540,2.2
19,Margarine D/2,26,106,6.9,3.5,149,20,76,123,56,12,tr,2.4c,2.3,584,1.2
20,Margarine E/1,22,106,2.2,4.5,152,3.7,12,2.6,1.0b,3.8,tr,1.3b,tr,312,1.2
21,Margarine F/1,40,178,1.9b,3.2,251,3.0b,18,4.2,2.3b,6.5b,tr,2.4b,1.1,512,1.6
22,Rolling fat G/1,12,63,6.2b,5.6,97,3.9,5.9,2.1,1.0b,3.6,tr,tr,tr,198,1.5b
23,Rolling fat H/2,14,58,6.2b,4.8,87,1.3b,4.1,2.3,1.3,3.7,tr,tr,tr,182,1.0b
24,Butter oil/2,,,,,,,,,,,,,,,259
