,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,Rank,,Food group,Mean(g/daya,,,,,Carotenoid intake(mg/daya,Carotenoid intake(mg/daya,Carotenoid intake(mg/daya,,,
1,,,,,Carotb,Lycob,Lutein,Zeaxab,-Cryptob,Violab,Neob,Phytob,Phytofib,TotalSEM
2,1,,Carrots (fresh and processed),27.5,4.932,_c,0.022,,,,,0.385,0.156,5.496  3.45
3,2,,"Green-leafy vegetables (spinach,",25.6,0.603,,0.616,0.057,0.035,0.391,0.184,,-,1.8851.90
4,,,"endive, etc.)",,,,,,,,,,,
5,3,,Citrus fruits,82.4,0.135,0.143,0.004,-,1.149,-,-,0.323,0.113,1.8672.25
6,4,,"Tomatoes (raw,processed,",36.6,0.191,0.994,,-,,-,,0.508,0.147,1.834 0.86
7,,,and sauce),,,,,,,,,,,
8,5,,Bell peppers,18.3,0.223,,0.161,0.186,0.001,0.223,0.021,0.190,0.061,1.0671.54
9,6,,"Fruit juices (canned, bottled",114.1,0.240,0.358,0.011,0.026,0.157,-,-,0.086,0.031,0.909 0.76
10,,,tetra-packed),,,,,,,,,,,
11,1,,"Pearapplepineapple,melons",90.3,0.485,0.014,0.021,0.004,0.014,0.056,0.079,0.095,0.031,0.8000.64
12,8,,"Salads (lettuce,lambs lettuce,",21.1,0.194,,0.182,,,0.104,0.032,,,0.5120.64
13,,9,"ice-berg salad,etc.)",,,,,,,,,,,
14,,9,"Plum, grape, nectarine, cherry",22.0,0.093,0.012,0.001,-,,0.042,,0.269,0.090,0.507  0.32
15,,,"peach,apricot",,,,,,,,,,,
16,10,,"Vegetable juice (canned,",6.9,0.172,0.104,0.007,,,,-,0.101,0.034,0.418 1.01
17,,,"tetra-packed,bottles",,,,,,,,,,,
18,11,,Potatoes (all kinds of preparations),65.8,,-,0.077,0.001,-,0.175,0.137,-,-,0.3910.87
19,12,,"Other vegetables: aubergine,",39.9,0.074,-,0.162,0.002,0.015,0.134,,,-,0.3860.23
20,,,"cucumber,courgette",,,,,,,,,,,
21,13,,Ketchup,1.9,0.033,0.170,,,,,,0.068,0.020,0.2900.45
22,14,,"Broad beans, lentils, french beans,",15.0,0.038,,0.101,0.014,0.001,0.024,0.014,,-,0.1920.20
23,,,peas (chick),,,,,,,,,,,
24,15,,Banana,37.6,0.091,,0.031,0.006,-,,,0.012,0.001,0.1410.14
25,16,,Eggs (all kinds and preparations),13.4,,-,0.085,0.007,,-,,,,0.1150.09
26,17,,"Cabbage,average",18.9,0.037,,0.025,0.001,0.008,0.023,0.022,,-,0.0920.09
27,18,,"Butter, margarine, sour cream",14.1,0.054,,0.005,0.003,,,,,=,0.0610.09
28,19,,Olive oil,11.9,0.016,,0.019,,,,-,-,,0.0350.02
29,20,,Cheese total,21.5,0.017,,0.002,-,,-,,-,,0.0190.02
30,,,2,684.6,7.6,1.8,1.5,0.3,1.4,1.2,0.5,2.0,0.7,17.010.5
